"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,
"filename:  corpop14.csv ",,,,,,,,,,,,,,,,,,,,,,
"title:  New court commitments admitted to State or Federal jurisdiction*",,,,,,,,,,,,,,,,,,,,,,
"data source:  National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,
"authors:  Coliece Rice & Paige Harrison",,,,,,,,,,,,,,,,,,,,,,
"refer questions to: askbjs@ojp.usdoj.gov      (202)307-0765",,,,,,,,,,,,,,,,,,,,,,
"coordinators:   Tracy Snell & Laura Maruschak",,,,,,,,,,,,,,,,,,,,,,
"date of version:  08/01/00",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"The numbers presented in this spreadsheet may have been revised from those previously",,,,,,,,,,,,,,,,,,,,,,
"published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"New court commitments admitted to State or Federal jurisdiction*",,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977
,,,,,,,,,,,,,,,,,,,,,,
"U.S. total",381646,365085,353893,361464,345035,341722,334301,317237,323069,316215,261242,241887,219382,198499,180418,187408,177109,160272,142122,131047,126121,128050
"Federal",34376,30560,27346,23972,23956,23653,"/","/","/",18388,15932,16260,16067,15368,13491,14119,12461,11086,10907,12619,13247,13820
"State",347270,334525,326547,337492,321079,318069,334301,317237,323069,297827,245310,225627,203315,183131,166927,173289,164648,149186,131215,118428,112874,114230
,,,,,,,,,,,,,,,,,,,,,,
"Northeast",41175,42264,41011,44070,44547,46971,50376,50573,49594,45168,34198,30968,28759,25962,22843,24175,21271,20048,17365,16291,15192,16233
"Connecticut",947,886,404,723,801,3007,5049,6401,6458,5996,3606,2749,2357,2305,2125,2198,1849,1464,2401,2368,1600,1035
