Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename: corpop36.wk1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title:  Sentenced male prisoners under State or Federal jurisdiction*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: BJS, National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author:  Paige Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@usdoj.gov      (202)307-0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coordinator:   Laura Maruschak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:  Doris J. James & Paige Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date of version:  12/6/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"The numbers presented in this spreadsheet may have been revised from those previously published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,

Sentenced male prisoners under State or Federal jurisdiction* ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977

U.S. Total ,"1,337,668","1,315,790","1,291,450","1,260,033","1,246,234","1,221,786","1,169,858","1,120,544","1,068,123","1,021,059","956,566","878,037","799,776","745,808","699,416","643,643","573,587","533,990","497,540","459,223","424,193","401,870","379,075","339,375","303,633","289,465","282,813","274,244"

Federal ,"148,930","142,149","133,732","127,519","116,647","106,219","96,356","88,448","82,708","77,849","73,929","68,847","60,531","52,319","46,545","43,803","39,917","36,890","34,073","30,579","25,958","24,806","22,291","20,896","19,438","21,262","24,806","26,956"
State ,"1,188,738","1,173,641","1,157,718","1,132,514","1,129,587","1,115,567","1,073,502","1,032,096","985,415","943,210","882,637","809,190","739,245","693,489","652,871","599,840","533,670","497,100","463,467","428,644","398,235","377,064","356,784","318,479","284,195","268,203","258,007","247,288"

Northeast ,"153,499","155,648","157,708","155,625","158,815","162,639","159,315","153,926","152,283","147,369","139,519","132,962","126,907","121,096","113,509","104,276","90,711","84,050","76,074","70,131","65,447","60,087","54,590","49,469","41,885","39,754","38,858","37,430"
Connecticut,"12,452","12,760","13,157","12,465","12,365","12,219","11,464","11,128","10,614","9,848","9,878","9,858","8,336","8,146","7,387","5,965","4,505","4,470","4,165","3,893","3,608","3,482","3,059","3,243","2,660","2,075","1,788","1,705"
Maine ,"1,841","1,833","1,737","1,586","1,573","1,607","1,635","1,484","1,308","1,297","1,361","1,397","1,434","1,498","1,438","1,389","1,185","1,212","1,219","1,202",826,842,870,786,654,628,567,612
Massachusetts,"8,312","8,421","8,564","8,925","9,250","9,868","10,317","10,406","10,419","9,983","10,009","8,889","9,280","8,418","7,626","6,933","6,195","5,738","5,205","4,987","4,584","4,226","4,107","3,690","3,078","2,830","2,720","2,653"
New Hampshire,"2,329","2,317","2,307","2,263","2,137","2,140","2,053","2,059","1,957","1,906","1,911","1,689","1,698","1,460","1,298","1,128",995,849,760,665,567,465,435,391,321,311,277,259
New Jersey ,"25,287","25,729","26,305","26,514","28,134","29,631","29,468","26,957","26,209","25,759","23,464","22,698","21,558","22,376","20,087","18,553","16,232","15,382","11,603","10,947","9,995","8,850","7,674","6,575","5,366","5,351","5,246","5,206"
New York ,"60,962","62,284","64,069","64,400","66,919","69,279","66,499","65,539","65,981","64,871","63,175","61,041","58,237","54,494","52,204","48,767","42,800","39,355","37,123","33,422","32,091","29,679","27,127","24,728","21,033","20,259","19,899","18,855"
Pennsylvania ,"39,111","39,059","38,345","36,346","35,266","34,907","34,858","33,534","33,058","30,908","26,972","24,855","23,866","22,299","21,279","19,522","17,127","15,580","14,585","13,637","12,535","11,309","10,123","8,989","7,850","7,449","7,507","7,250"
Rhode Island,"1,834","1,928","1,984","1,870","1,902","1,851","2,084","2,025","1,957","1,781","1,800","1,670","1,656","1,696","1,532","1,419","1,138",967,979,945,872,861,768,681,587,549,512,515
Vermont,"1,371","1,317","1,240","1,256","1,269","1,137",937,794,780,"1,016",949,865,842,709,658,600,534,497,435,433,369,373,427,386,336,302,342,375

Midwest ,"232,466","230,996","229,314","225,126","221,902","218,216","213,305","204,451","192,067","181,375","172,782","163,585","157,128","148,206","138,097","128,993","114,179","105,453","97,841","90,838","81,433","77,748","73,870","69,386","62,043","60,027","58,249","56,977"
Illinois ,"41,304","40,718","40,173","41,601","42,432","41,858","40,405","38,358","36,603","35,462","34,718","32,807","30,184","27,858","26,333","23,693","20,182","19,071","18,692","17,961","16,479","14,971","13,482","13,553","10,484","11,001","10,529","11,148"
Indiana,"22,058","21,254","19,964","19,349","18,364","18,041","17,832","16,673","15,797","15,162","14,100","13,591","13,058","12,881","11,942","11,599","10,773","10,178","9,586","9,341","8,686","8,614","7,975","7,291","6,064","5,096","4,275","4,120"
Iowa,"7,768","7,830","7,695","7,327","7,363","6,693","6,903","6,410","5,872","5,481","5,086","4,617","4,275","3,949","3,755","3,405","2,894","2,729","2,653","2,577","2,733","2,700","2,708","2,556","2,387","2,166","1,890","1,981"
Kansas,"8,346","8,503","8,398","8,080","7,840","7,997","7,660","7,435","7,280","6,605","6,027","5,452","5,706","5,610","5,491","5,370","5,540","5,505","5,048","4,459","4,009","3,500","2,918","2,625","2,381","2,208","2,243","2,157"
Michigan,"46,770","47,160","48,324","46,700","45,587","44,590","43,827","42,715","40,429","39,270","38,610","37,520","37,271","34,689","32,579","30,053","26,279","22,696","19,724","16,941","13,921","13,850","14,289","14,527","14,490","14,374","14,323","13,286"
Minnesota,"8,214","7,430","6,674","6,223","5,870","5,602","5,272","5,050","4,924","4,629","4,338","4,008","3,634","3,299","3,017","2,944","2,671","2,431","2,365","2,252","2,088","2,046","2,008","1,910","1,936","2,017","1,878","1,808"
Missouri,"28,558","28,039","27,811","26,615","25,531","24,246","23,070","22,001","20,539","17,960","16,856","15,258","15,268","15,076","14,166","13,203","11,546","10,728","9,856","9,415","8,425","7,793","7,051","6,224","5,490","5,076","5,455","5,144"
