"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,
"filename: corpop13.csv",,,,,,,,,,,,,,,,,,,,,,
"title: Sentenced prisoners admitted to State or Federal jurisdiction*",,,,,,,,,,,,,,,,,,,,,,
"data source:  National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,
"authors:  Coliece Rice & Paige Harrison",,,,,,,,,,,,,,,,,,,,,,
"refer questions to: askbjs@ojp.usdoj.gov      (202)307-0765",,,,,,,,,,,,,,,,,,,,,,
"coordinators:  ","Tracy Snell & Laura Maruschak",,,,,,,,,,,,,,,,,,,,,
"date of version:  08/02/00",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"The numbers presented in this spreadsheet may have been revised from those previously",,,,,,,,,,,,,,,,,,,,,,
"published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"                                        ",,,,,,,,,,,,
"Sentenced prisoners admitted to State or Federal jurisdiction*",,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977
,,,,,,,,,,,,,,,,,,,,,,
"U.S. total",615226,584177,555992,562724,541434,518562,495756,480046,474128,460798,379742,339762,304858,271366,246260,250061,230834,212264,182617,172753,162574,163203
"Federal",39188,34444,30281,27369,27325,25402,"/","/","/",23491,19232,19863,19770,19364,17153,17986,15698,13976,13742,15707,16192,17685
"State",576038,549733,525711,535355,514109,493160,495756,480046,474128,437307,360510,319899,285088,252002,229107,232075,215136,198288,168875,157046,146382,145518
,,,,,,,,,,,,,,,,,,,,,,
"Northeast",65121,65169,65348,69512,69759,73860,72823,71852,70410,64569,49829,43080,39740,35461,33538,33560,29602,28466,24871,22839,21216,22135
"Connecticut",1933,2140,1227,1504,1880,7538,9778,11832,12107,9702,4716,3183,2716,2740,2781,2815,2786,2671,3159,3126,2103,1399
"Maine",795,850,803,713,778,757,831,909,888,965,631,704,614,510,483,618,564,525,564,546,489,692
"Massachusetts",3227,3435,3412,4106,5513,4862,5402,5485,5311,5002,4367,4013,3644,3305,3020,2543,2549,2179,1740,1615,1639,1909
"New Hampshire",1000,1039,996,968,1065,957,916,828,681,577,512,435,407,340,304,284,282,290,216,213,214,265
"New Jersey",16801,16212,15001,15020,13188,12679,12495,12134,10634,9696,7707,7187,5989,5893,5359,6034,4586,4399,3935,3768,3707,3673
"New York",28871,29868,32152,34688,34557,35802,32027,29743,30179,28498,23627,20255,19111,15569,14848,14747,12716,12481,10265,9515,8872,10319
"Pennsylvania",10679,9584,9918,11053,11400,9893,10063,9611,9067,8813,7099,6381,6288,6172,5939,5720,5343,5129,4254,3515,3654,3342
"Rhode Island",991,984,1036,890,934,875,829,840,864,800,673,467,545,517,454,510,435,364,326,279,239,295
"Vermont",824,1057,803,570,444,497,482,470,679,516,497,455,426,415,350,289,341,428,412,262,299,241
,,,,,,,,,,,,,,,,,,,,,,
"Midwest",112960,107233,104483,101497,98132,92485,90286,84660,79287,74797,60810,55347,52713,49742,46577,47622,45834,46265,38440,33990,32712,33795
"Illinois",27362,26683,24541,24371,23345,21717,19929,18880,18309,14567,10952,11502,11481,10787,10138,10730,9860,11987,8068,6740,6513,6319
"Indiana",10566,9874,8847,8344,7186,6830,6522,5927,5248,5304,5187,4825,4513,4404,4151,4637,4435,4384,3726,3062,2590,2674
"Iowa",4798,4441,4156,4072,4114,3611,3340,2985,3101,3067,2756,2516,2286,2244,2020,1970,1813,1753,1293,1199,993,1118
"Kansas",4517,4173,4244,4129,4025,3853,3705,3477,3609,3346,2966,2557,2391,2229,2117,2311,2257,1876,1674,1612,1653,1853
"Michigan",14435,13960,13731,12697,12419,12590,13891,13453,13362,13405,11258,9210,8658,8373,7693,7305,7159,7030,6684,6547,7151,7320
"Minnesota",4307,3597,3304,3322,3140,3035,2918,2568,2406,2393,2197,1812,1665,1634,1499,1480,1540,1294,1163,1410,1373,1361
"Missouri",13660,13484,13462,11808,11273,9812,9251,8756,8152,8727,6705,6112,5407,4781,4293,3987,3728,3473,3112,2615,2590,2637
"Nebraska",1791,1647,1724,1677,1608,1468,1411,1404,1253,1259,1078,835,822,710,635,613,695,947,821,525,563,628
"North Dakota",765,591,585,478,400,352,317,340,364,337,305,313,296,242,240,311,249,208,195,148,153,196
"Ohio",20637,20151,21727,22678,23320,22583,23452,22138,19191,18325,13978,12120,11668,11118,10668,11096,11313,10567,9367,8196,7148,7549
"South Dakota",1337,1161,1143,978,869,820,854,764,852,813,653,677,735,631,595,533,481,405,389,343,352,395
"Wisconsin ",8785,7471,7019,6943,6433,5814,4696,3968,3440,3254,2775,2868,2791,2589,2528,2649,2304,2341,1948,1593,1633,1745
,,,,,,,,,,,,,,,,,,,,,,
"South ",214586,199081,188060,207484,204763,191062,203374,191704,196922,180991,149820,137006,120873,107827,100571,105370,100572,89570,78078,72070,68086,67832
"Alabama",7750,9603,9750,8913,8524,8740,8219,7908,7291,6801,5370,4843,4284,4407,4755,4662,4473,4025,3774,2819,2815,2455
"Arkansas",6204,5727,5215,5280,4369,3836,4600,4574,4273,3543,2855,3168,2299,2316,2204,2229,2350,2452,2329,2218,1975,1751
"Delaware",1888,1762,1481,1327,1254,1327,1323,1206,1074,1109,1041,1034,951,920,671,735,788,735,429,462,693,374
"Dist.of Col.",7613,7026,6706,4713,8646,7459,7582,6475,6106,5538,5478,4096,3305,3450,2623,2576,2721,2421,2327,2273,3628,3553
"Florida",25524,25688,24209,26335,29897,32269,34626,37440,43569,45611,36656,27590,20879,16416,13739,17836,14900,13579,10235,9011,8888,9297
"Georgia",15471,15379,15714,15407,15374,15264,16423,15812,17155,15070,10635,12765,10572,9897,9741,10021,9768,7826,6893,5919,5742,5685
"Kentucky",7989,8234,7685,6968,6673,5825,5872,5116,4698,4465,3993,2900,3217,3112,2922,3690,3198,3366,3002,2757,2554,2575
"Louisiana",17079,15709,14175,12884,12336,11977,10407,8381,7502,6719,5662,6032,4446,3893,4305,4538,3873,2957,3166,2268,2528,3113
"Maryland",11078,10405,9715,9681,9530,8800,9124,8561,8193,7401,5635,4929,4495,4051,4174,4555,5226,5963,5307,5237,4932,4960
"Mississippi",6670,5684,5467,5091,4362,4768,4494,3910,3785,3626,3176,3017,2987,2925,2913,2832,3175,2880,1930,2407,1277,708
"North Carolina",11403,12316,14359,19734,23867,25577,24850,21696,18389,15709,12601,10692,9640,9269,8949,8943,9485,9402,8354,8710,7591,7565
"Oklahoma",7297,7604,7433,7726,7167,7049,7228,6243,6432,6997,6030,5569,5082,4354,4343,4513,3843,2885,2663,2850,2300,2413
"South Carolina",8914,8210,8243,8304,7900,8189,8154,7009,6839,6651,5830,5742,5631,4949,4556,4188,4267,4338,4236,3765,3333,3689
"Tennessee",8770,9312,8320,7083,6541,6695,6764,6350,4833,4708,2322,2833,3787,4855,5121,4658,4269,4684,3720,3584,3175,3277
"Texas",59340,44417,38716,55432,44862,29916,39886,37820,45829,36928,34739,34502,32690,26759,23454,22859,21143,16750,15363,13383,12695,11958
"Virginia",10152,10928,9823,11490,12591,12489,13235,12513,10081,9190,7091,6495,5944,5357,5233,5614,6289,4480,3734,3824,3507,3999
"West Virginia",1444,1077,1049,1116,870,882,587,690,873,925,706,799,664,897,868,921,804,827,616,583,453,460
,,,,,,,,,,,,,,,,,,,,,,
"West",183371,178250,167820,156862,141455,135753,129273,131830,127509,116950,100051,84466,71762,58972,48421,45523,39128,33987,27486,28147,24368,21756
"Alaska",2647,2685,2377,1999,"/",2613,1491,1341,1389,1065,1053,1061,1148,903,766,864,615,502,401,337,280,293
"Arizona",10175,9222,9090,8748,9295,8171,7705,7790,6657,6161,5463,5534,4629,4125,3409,3310,3110,2919,2276,1977,1908,1792
"California",134485,132523,123876,116613,105299,99189,94477,96865,95762,87055,73398,59698,48925,37883,29681,27511,22321,18024,14487,15940,12419,10206
"Colorado",6881,6333,6098,5334,4964,4510,4359,4037,3439,3498,3254,3355,2961,2627,2343,2349,2066,1860,1556,1361,1522,1524
"Hawaii",3481,2839,2356,1806,1844,1823,1537,1750,826,455,488,464,536,437,430,319,231,243,246,206,205,164
"Idaho",2621,2326,2526,2356,1648,1770,1456,1402,1129,1203,1059,931,912,957,852,872,826,755,612,658,653,689
"Montana",1289,1203,1005,844,888,680,698,643,662,632,568,620,559,555,528,455,531,550,411,397,472,456
"Nevada",4773,4533,4272,3920,3701,3202,3230,3163,3121,3057,2541,1996,2069,1739,1443,1487,1439,1195,1087,941,842,782
