"LEMA935.csv//Report: Law Enforcement Management and Administrative Statistics, 1993",,,,,,,,,,,,,,
"Sources:  Law Enforcement Management and Administrative Statistics, 1993//BJS Contact: Brian Reaves, Ph.D., (202) 616-3287//reaves@justice. usdoj.gov",,,,,,,,,,,,,,
"Table 5a.  Educational, residency, and training requirements for new officer recruits",,,,,,,,,,,,,,
"in local law enforcement agencies, 1993",,,,,,,,,,,,,,
,,,,,,,,"Requirements for new officer recruits",,,,,,
,,"            Minimum educational requirement",,,,,,,,,,,,
,," 4-year",," 2-year",,,," High",,,,,,
,," college",," college",," Some",," school",,"  Residency",,"       Number of training hours required",,
"County","Name of agency"," degree",," degree",," college*",," diploma",,"  requirement",,"            Total","            Class","             Field"
,,,,,,,,,,,,,,
"ALABAMA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Etowah","Gadsden Police","-",,"-",,"-",,"X",,"C",,480,240,240
"Houston","Dothan Police","-",,"-",,"-",,"X",,"-",,1360,320,1040
"Jefferson","Jefferson County Sheriff","-",,"-",,"-",,"X",,"C",,480,480,0
"Jefferson","Birmingham Police","-",,"-",,"-",,"X",,"-",,1200,720,480
"Madison","Huntsville Police","-",,"-",,"-",,"X",,"M",,1240,760,480
"Mobile","Mobile County Sheriff","-",,"-",,"-",,"X",,"C",,800,480,320
"Mobile","Mobile Police","-",,"-",,"-",,"X",,"O",,1120,640,480
"Montgomery","Montgomery County Sheriff","-",,"-",,"-",,"X",,"-",,560,240,320
"Montgomery","Montgomery Police","-",,"-",,"-",,"X",,"O",,720,720,0
"Tuscaloosa","Tuscaloosa Police","-",,"-",,"-",,"X",,"-",,1192,712,480
,,,,,,,,,,,,,,
"ALASKA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Anchorage","Anchorage Police","-",,"-",,"-",,"X",,"-",,1400,840,560
,,,,,,,,,,,,,,
"ARIZONA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Maricopa","Maricopa County Sheriff","-",,"-",,"-",,"X",,"-",,1040,640,400
"Maricopa","Chandler Police","-",,"-",,"-",,"X",,"-",,1000,520,480
"Maricopa","Glendale Police","-",,"-",,"-",,"X",,"-",,1120,640,480
"Maricopa","Mesa Police","-",,"-",,"-",,"X",,"S",,1160,640,520
"Maricopa","Phoenix Police","-",,"-",,"-",,"X",,"C",,920,440,480
"Maricopa","Scottsdale Police","-",,"-",,"X",,"-",,"S",,920,440,480
"Maricopa","Tempe Police","-",,"-",,"-",,"X",,"-",,1000,680,320
"Pima","Pima County Sheriff","-",,"-",,"-",,"X",,"S",,1160,680,480
"Pima","Tucson Police","-",,"-",,"-",,"X",,"-",,1160,640,520
"Pinal","Pinal County Sheriff","-",,"-",,"-",,"X",,"O",,440,440,0
,,,,,,,,,,,,,,
"ARKANSAS",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Jefferson","Pine Bluff Police","-",,"-",,"-",,"X",,"O",,380,320,60
"Pulaski","Pulaski County Sheriff","-",,"-",,"-",,"X",,"-",,800,320,480
"Pulaski","Little Rock Police","-",,"-",,"-",,"X",,"S",,1120,640,480
"Pulaski","North Little Rock Police","-",,"-",,"-",,"X",,"-",,1360,400,960
"Sebastian","Fort Smith Police","-",,"-",,"-",,"X",,"O",,880,400,480
,,,,,,,,,,,,,,
"CALIFORNIA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Alameda","Alameda County Sheriff","-",,"-",,"-",,"X",,"-",,1409,889,520
"Alameda","Berkeley Police","-",,"-",,"X",,"-",,"-",,1360,800,560
"Alameda","Fremont Police","-",,"-",,"-",,"X",,"-",,1700,900,800
"Alameda","Hayward Police","-",,"-",,"-",,"X",,"-",,1040,560,480
"Alameda","Oakland Police","-",,"-",,"-",,"X",,"-",,740,655,85
"Contra Costa","Contra Costa County Sheriff","-",,"-",,"-",,"X",,"O",,560,80,480
"Contra Costa","Concord Police","-",,"-",,"X",,"-",,"-",,320,0,320
"Contra Costa","Richmond Police","-",,"-",,"X",,"-",,"-",,1360,760,600
"El Dorado","El Dorado County Sheriff","-",,"-",,"-",,"X",,"-",,640,400,240
"Fresno","Fresno County Sheriff","-",,"-",,"X",,"-",,"-",,1152,672,480
"Fresno","Fresno Police","-",,"-",,"X",,"-",,"-",,600,0,600
"Kern ","Kern County Sheriff","-",,"-",,"-",,"X",,"C",,1077,517,560
"Kern","Bakersfield Police","-",,"-",,"-",,"X",,"O",,1320,640,680
"Los Angeles","Los Angeles County Sheriff","-",,"-",,"-",,"X",,"-",,845,845,0
"Los Angeles","Beverly Hills Police","-",,"-",,"X",,"-",,"-",,1400,720,680
"Los Angeles","Burbank Police","-",,"-",,"-",,"X",,"-",,920,720,200
"Los Angeles","Compton Police","-",,"-",,"-",,"X",,"-",,800,728,72
"Los Angeles","Culver City Police","-",,"-",,"-",,"X",,"-",,720,720,0
"Los Angeles","Downey Police","-",,"-",,"-",,"X",,"-",,680,425,255
"Los Angeles","El Monte Police","-",,"-",,"-",,"X",,"-",,1366,726,640
"Los Angeles","Glendale Police","-",,"-",,"-",,"X",,"O",,864,100,764
"Los Angeles","Inglewood Police","-",,"-",,"-",,"X",,"-",,1080,80,1000
"Los Angeles","Long Beach Police","-",,"-",,"-",,"X",,"-",,2080,880,1200
"Los Angeles","Los Angeles Police","-",,"-",,"-",,"X",,"-",,1011,971,40
"Los Angeles","Los Angeles Airport Police","-",,"-",,"-",,"X",,"-",,1224,624,600
"Los Angeles","Los Angeles School Police","-",,"-",,"-",,"X",,"-",,1690,730,960
"Los Angeles","Pasadena Police","-",,"-",,"-",,"X",,"-",,1180,700,480
"Los Angeles","Pomona Police","-",,"-",,"-",,"X",,"-",,1609,729,880
"Los Angeles","Santa Monica Police","-",,"-",,"-",,"X",,"-",,720,428,292
"Los Angeles","Torrance Police","-",,"-",,"-",,"X",,"-",,1840,640,1200
"Los Angeles","West Covina Police","-",,"-",,"X",,"-",,"-",,1100,600,500
"Marin","Marin County Sheriff","-",,"-",,"-",,"X",,"-",,1136,656,480
"Monterey","Monterey County Sheriff","-",,"-",,"-",,"X",,"-",,1040,560,480
"Monterey","Salinas Police","-",,"-",,"-",,"X",,"-",,1267,787,480
,,,,,,,,,,,,,"            Personnel   49",
,,,,,,,,,,,,,,
"Table 5a. - continued",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"Requirements for new officer recruits",,,,,,
,,"            Minimum educational requirement",,,,,,,,,,,,
,," 4-year",," 2-year",,,," High",,,,,,
,," college",," college",," Some",," school",,"  Residency",,"       Number of training hours required",,
"County","Name of agency"," degree",," degree",," college*",," diploma",,"  requirement",,"            Total","            Class","             Field"
,,,,,,,,,,,,,,
"CALIFORNIA (cont.)",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Orange","Orange County Sheriff-Coroner","-",,"-",,"-",,"X",,"-",,888,800,88
"Orange","Anaheim Police","-",,"-",,"-",,"X",,"-",,1600,960,640
"Orange","Brea Police","-",,"-",,"-",,"X",,"-",,1320,840,480
"Orange","Costa Mesa Police","-",,"-",,"-",,"X",,"S",,1320,840,480
"Orange","Fullerton Police","-",,"-",,"-",,"X",,"-",,1368,888,480
"Orange","Garden Grove Police","-",,"-",,"-",,"X",,"O",,560,80,480
"Orange","Huntington Beach Police","-",,"-",,"-",,"X",,"-",,640,0,640
"Orange","Irvine Police","-",,"-",,"-",,"X",,"-",,1480,840,640
"Orange","Newport Beach Police","-",,"-",,"-",,"X",,"-",,1300,650,650
"Orange","Orange Police","-",,"-",,"-",,"X",,"-",,1450,970,480
"Orange","Santa Ana Police","-",,"-",,"-",,"X",,"O",,1528,888,640
"Riverside","Riverside County Sheriff","-",,"-",,"-",,"X",,"-",,1420,780,640
"Riverside","Corona Police","-",,"-",,"-",,"X",,"S",,1340,700,640
"Riverside","Riverside Police","-",,"-",,"-",,"X",,"-",,800,800,0
"Sacramento","Sacramento County Sheriff","-",,"-",,"-",,"X",,"-",,861,861,0
"Sacramento","Sacramento Police","-",,"-",,"X",,"-",,"O",,1760,800,960
"San Bernardino","San Bernardino County Sheriff","-",,"-",,"-",,"X",,"-",,1000,800,200
"San Bernardino","Fontana Police","-",,"-",,"X",,"-",,"-",,1400,680,720
"San Bernardino","Ontario Police","-",,"-",,"-",,"X",,"-",,520,40,480
"San Bernardino","Rialto Police","-",,"-",,"-",,"X",,"O",,1360,720,640
"San Bernardino","San Bernardino Police","-",,"-",,"-",,"X",,"-",,176,176,0
"San Diego","San Diego County Sheriff","-",,"-",,"-",,"X",,"-",,1120,720,400
"San Diego","Chula Vista Police","-",,"-",,"-",,"X",,"-",,944,341,603
"San Diego","El Cajon Police","-",,"-",,"-",,"X",,"-",,1428,788,640
"San Diego","Escondido Police","-",,"-",,"-",,"X",,"-",,1600,1000,600
"San Diego","Oceanside Police","-",,"-",,"-",,"X",,"-",,1120,640,480
"San Diego","San Diego Police","-",,"-",,"-",,"X",,"O",,1736,936,800
"San Diego","San Diego Harbor Police","-",,"-",,"-",,"X",,"-",,960,560,400
"San Francisco","San Francisco Police","-",,"-",,"-",,"X",,"M",,1280,800,480
"San Francisco","Bay Area Rapid Transit Police","-",,"-",,"X",,"-",,"-",,1440,720,720
"San Francisco","San Francisco Airport Police","-",,"-",,"-",,"X",,"-",,1360,760,600
"San Joaquin","San Joaquin County Sheriff","-",,"-",,"-",,"X",,"-",,1760,720,1040
"San Joaquin","Stockton Police","-",,"-",,"-",,"X",,"O",,1696,656,1040
"San Luis Obispo","San Luis Obispo County Sheriff","-",,"-",,"-",,"X",,"-",,"                ---",720,"                ---"
"San Mateo","San Mateo County Sheriff","-",,"-",,"-",,"X",,"-",,1296,656,640
"San Mateo","Daly City Police","-",,"-",,"-",,"X",,"-",,1260,700,560
"Santa Barbara","Santa Barbara County Sheriff","-",,"-",,"-",,"X",,"-",,1155,675,480
"Santa Barbara","Santa Barbara Police","-",,"-",,"-",,"X",,"-",,1528,888,640
"Santa Clara","Santa Clara County Sheriff","-",,"-",,"-",,"X",,"-",,1360,720,640
"Santa Clara","San Jose Police","-",,"-",,"X",,"-",,"O",,1400,840,560
"Santa Clara","Santa Clara Police","-",,"-",,"X",,"-",,"-",,560,80,480
"Santa Clara ","Sunnyvale Police","-",,"X",,"-",,"-",,"-",,1168,762,406
"Santa Cruz","Santa Cruz County Sheriff","-",,"-",,"-",,"X",,"-",,1300,700,600
"Solano","Vallejo Police","-",,"-",,"-",,"X",,"-",,688,8,680
"Sonoma","Sonoma County Sheriff-Coroner","-",,"-",,"-",,"X",,"-",,1216,656,560
"Sonoma","Santa Rosa Police","-",,"-",,"-",,"X",,"O",,1280,640,640
"Stanislaus","Stanislaus County Sheriff","-",,"-",,"-",,"X",,"-",,1040,560,480
"Stanislaus","Modesto Police","-",,"-",,"-",,"X",,"-",,1448,680,768
"Tulare","Tulare County Sheriff","-",,"-",,"-",,"X",,"-",,951,751,200
"Ventura","Ventura County Sheriff","-",,"-",,"-",,"X",,"-",,1202,822,380
"Ventura","Oxnard Police","-",,"-",,"-",,"X",,"-",,1600,840,760
"Ventura","Simi Valley Police","-",,"-",,"-",,"X",,"-",,"                ---","                ---","                ---"
"Ventura","Ventura Police","-",,"-",,"-",,"X",,"-",,1486,800,686
,,,,,,,,,,,,,,
"COLORADO",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Adams","Adams County Sheriff","-",,"-",,"-",,"X",,"O",,400,40,360
"Adams","Westminster Police","-",,"X",,"-",,"-",,"-",,1060,520,540
"Arapahoe","Arapahoe County Sheriff","-",,"-",,"X",,"-",,"-",,822,422,400
"Arapahoe","Aurora Police","-",,"-",,"-",,"X",,"-",,1440,800,640
"Boulder","Boulder Police","X",,"-",,"-",,"-",,"-",,1040,560,480
"Denver","Denver Police","-",,"-",,"-",,"X",,"M",,1593,1033,560
"El Paso","El Paso County Sheriff","-",,"-",,"-",,"X",,"-",,380,340,40
"El Paso","Colorado Springs Police","-",,"-",,"-",,"X",,"-",,935,375,560
"Jefferson","Jefferson County Sheriff","-",,"-",,"-",,"X",,"-",,761,521,240
"Jefferson","Arvada Police","X",,"-",,"-",,"-",,"-",,880,400,480
"Jefferson","Lakewood Police","X",,"-",,"-",,"-",,"-",,1200,680,520
"Larimer","Larimer County Sheriff","-",,"-",,"-",,"X",,"C",,600,240,360
"Larimer","Fort Collins Police","-",,"-",,"X",,"-",,"-",,960,400,560
"Pueblo","Pueblo Police","-",,"-",,"X",,"-",,"-",,"                ---","                ---","                ---"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"50   Law Enforcement Management and Administrative Statistics, 1993",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Table 5a. - continued",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,"Requirements for new officer recruits",,,,,,
,,"            Minimum educational requirement",,,,,,,,,,,,
,," 4-year",," 2-year",,,," High",,,,,,
,," college",," college",," Some",," school",,"  Residency",,"       Number of training hours required",,
"County","Name of agency"," degree",," degree",," college*",," diploma",,"  requirement",,"            Total","            Class","             Field"
,,,,,,,,,,,,,,
"CONNECTICUT",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"Fairfield","Bridgeport Police","-",,"-",,"-",,"X",,"-",,1442,962,480
"Fairfield","Danbury Police","-",,"-",,"-",,"X",,"-",,240,200,40
"Fairfield","Greenwich Police","-",,"-",,"-",,"X",,"-",,"                ---",480,"                ---"
"Fairfield","Norwalk Police","-",,"-",,"-",,"X",,"O",,840,600,240
"Fairfield","Stamford Police","-",,"-",,"-",,"X",,"-",,647,567,80
"Hartford","Bristol Police","-",,"-",,"-",,"X",,"-",,"                ---",480,"                ---"
"Hartford","East Hartford Police","-",,"-",,"-",,"X",,"-",,80,80,0
"Hartford","Hartford Police","-",,"-",,"-",,"X",,"-",,1000,800,200
"Hartford ","New Britain Police","-",,"-",,"-",,"X",,"O",,480,80,400
