"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,
"filename: corpop27.csv",,,,,,,,,,,,,,,,,,,,,,
"title: Sentenced prisoners released unconditionally from State or Federal jurisdiction",,,,,,,,,,,,,,,,,,,,,,
"data source: BJS, National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,
"author: Paige Harrison",,,,,,,,,,,,,,,,,,,,,,
"refer questions to: askbjs@ojp.usdoj.gov      (202)307-0765",,,,,,,,,,,,,,,,,,,,,,
"coordinator:   Laura Maruschak",,,,,,,,,,,,,,,,,,,,,,
"date of version: 06/15/00",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"The numbers presented in this spreadsheet may have been revised from those previously",,,,,,,,,,,,,,,,,,,,,,
"published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Sentenced prisoners released unconditionally from State or Federal jurisdiction",,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,12/31/1997,12/31/1996,"12/31/95*",12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977
,,,,,,,,,,,,,,,,,,,,,,
"U.S. Total ",126086,109896,103435,88081,72836,69636,58425,55579,55243,62107,62675,53253,42832,41915,39192,38307,28913,27901,25915,26754,25902,24052
"Federal ",23939,22294,19699,18054,15986,12801,"/","/","/",4864,5437,4260,4572,4188,5177,5264,4862,3396,3647,4493,4146,3821
"State ",102147,87602,83736,70027,56850,56835,58425,55579,55243,57243,57238,48993,38260,37727,34015,33043,24051,24505,22268,22261,21756,20231
,,,,,,,,,,,,,,,,,,,,,,
"Northeast ",10055,9972,10359,8513,7017,8204,7852,6070,6072,5648,5031,4932,4472,3653,3402,3092,2215,2444,3065,2710,1773,1779
"Connecticut",238,226,836,189,200,1579,2044,1355,1057,1018,1085,1484,1530,1437,1412,1241,367,793,1491,1399,515,495
"Maine ",229,441,379,314,341,331,333,320,324,283,216,224,209,177,302,397,364,247,269,249,255,192
"Massachusetts",1923,2062,1971,2226,1806,2263,1690,1354,1330,1235,1163,1076,872,679,564,494,407,263,184,148,132,212
"New Hampshire",206,197,194,154,112,152,116,105,93,137,114,139,100,58,27,17,22,31,19,21,0,2
"New Jersey ",4116,3645,3242,2912,2441,1885,2078,1376,1173,1038,1011,657,566,266,184,132,139,130,151,149,158,178
"New York ",1648,1616,1761,1517,1259,1051,694,777,1086,997,709,648,413,414,407,373,537,590,527,349,480,410
"Pennsylvania ",1608,1683,1894,1088,811,821,784,666,777,755,605,590,594,472,378,388,331,332,370,342,180,243
"Rhode Island",6,12,3,7,13,17,15,8,14,16,15,19,23,29,29,27,28,34,30,45,52,32
"Vermont",81,90,79,106,34,105,98,109,218,169,113,95,165,121,99,23,20,24,24,8,1,15
,,,,,,,,,,,,,,,,,,,,,,
"Midwest ",15658,17540,18005,15886,15516,15920,14714,13520,13400,10506,8523,7835,6818,5182,4264,2415,2806,3841,4336,3479,2720,2463
"Illinois ",1409,1031,758,541,462,286,352,1090,1501,841,630,1331,1190,791,642,556,757,1171,1399,608,107,0
"Indiana",614,554,516,458,844,584,470,395,237,161,193,40,57,87,115,125,160,210,228,191,276,144
"Iowa",748,686,558,418,413,306,265,187,269,271,215,176,206,184,169,177,277,308,267,259,247,201
"Kansas",301,283,201,189,116,100,118,104,100,85,61,36,13,5,5,3,0,0,2,0,0,4
"Michigan",1174,1052,969,846,723,779,611,632,584,579,515,388,397,280,345,349,405,377,376,444,388,410
"Minnesota",504,453,341,273,274,256,220,149,146,144,112,104,125,104,126,127,232,148,123,93,144,139
"Missouri",1036,947,672,542,409,589,526,587,540,526,458,455,643,531,360,248,495,956,1337,1438,1146,1179
"Nebraska",809,743,702,577,522,574,551,419,449,406,242,264,324,227,212,252,217,386,291,190,137,135
"North Dakota",140,164,160,115,108,101,92,91,91,88,71,82,87,37,30,27,22,9,16,10,18,19
"Ohio",8372,11145,12672,11510,11335,12012,11182,9517,9137,7063,5649,4661,3500,2669,2006,140,32,53,63,42,43,55
"South Dakota ",356,363,343,318,231,241,226,227,204,190,246,177,165,166,138,135,113,98,119,120,112,88
"Wisconsin",195,119,113,99,79,92,101,122,142,152,131,121,111,101,116,276,96,125,115,84,102,89
,,,,,,,,,,,,,,,,,,,,,,
"South ",64817,49700,46342,37148,26814,25430,28361,28484,27591,33403,37240,31559,23240,25900,24293,25648,17235,16527,13424,14551,16118,14598
"Alabama",2375,3185,3519,3084,2734,2351,2107,1978,1550,1385,1640,1337,1305,1694,1861,1643,1141,540,548,756,1116,749
"Arkansas",584,645,712,713,852,880,905,750,1492,619,430,393,258,308,254,257,219,254,256,192,146,179
"Delaware ",911,783,611,461,488,453,324,244,244,209,180,161,117,94,88,83,64,77,95,104,23,0
"Dist. of Columbia",3894,2550,2141,2308,758,591,662,751,866,874,887,769,690,571,575,682,788,670,612,543,486,540
"Florida",13504,14836,15380,10923,6034,7227,10393,13468,12282,19378,21559,15580,10009,10577,7767,8896,4418,3019,1919,1383,1154,1600
"Georgia ",3431,3297,3805,2983,2031,1538,1391,940,1541,1383,3138,3391,2090,2690,3105,2858,2449,4259,1901,2250,2340,1890
"Kentucky ",3629,3079,2827,2617,2386,2158,1807,1505,1322,989,787,721,543,492,349,330,312,33,37,38,79,115
"Louisiana",671,565,540,446,498,519,530,1024,706,745,884,1060,1186,1406,1758,1906,1615,1683,1445,1428,1377,1236
"Maryland ",1225,998,1050,937,852,867,882,762,824,683,526,445,465,488,60,42,43,25,462,517,723,664
"Mississippi",2170,2160,2515,1768,1615,1583,2208,968,924,875,678,710,619,549,545,507,414,349,415,310,232,171
"North Carolina ",5007,3908,2851,1688,435,365,365,378,428,576,897,1406,1785,2343,2373,2803,1587,1323,915,1094,1564,1345
"Oklahoma",3685,2769,2803,2933,3391,2222,2414,1519,2044,2679,3601,3552,1977,2529,2308,1643,1163,1126,1116,1380,1153,1013
"South Carolina ",3488,3092,2612,2341,2192,2245,2252,2316,1797,1433,1065,1075,1162,1117,1239,994,739,673,815,905,572,572
"Tennessee",2168,1734,1692,1309,1098,908,797,741,709,854,273,188,166,394,510,520,532,413,380,302,323,325
"Texas ",12922,1896,1383,1404,448,541,234,206,126,128,128,177,323,355,1202,2195,1479,1735,2280,2696,3771,3240
"Virginia ",4743,3954,1528,929,783,874,1008,851,696,490,500,456,440,217,142,168,193,275,138,564,992,859
"West Virginia ",410,249,373,304,219,108,82,83,40,103,67,138,105,76,157,121,79,73,90,89,67,100
