"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,
"filename:corpop22.csv",,,,,,,,,,,,,,,,,,,,,,
"title: Total Sentenced Prisoners Released From State or Federal Jurisdiction",,,,,,,,,,,,,,,,,,,,,,
"data source: BJS, National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,
"author: Paige Harrison",,,,,,,,,,,,,,,,,,,,,,
"refer questions to: askbjs@ojp.usdoj.gov      (202)307-0765",,,,,,,,,,,,,,,,,,,,,,
"coordinator:   Laura Maruschak",,,,,,,,,,,,,,,,,,,,,,
"date of version: 06/09/00",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"The numbers presented in this spreadsheet may have been revised from those previously",,,,,,,,,,,,,,,,,,,,,,
"published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Total Sentenced Prisoners Released From State or Federal Jurisdiction",,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977
,,,,,,,,,,,,,,,,,,,,,,
"U.S. Total ",561020,528848,504289,491858,456942,456408,447105,436991,419783,385479,336822,305098,263181,234496,221768,225856,188435,174955,169826,166132,154484,147895
"Federal ",29708,27697,24945,22603,21445,19309,"/","/","/",18430,16017,16871,15934,14271,15882,15307,14215,12418,15719,19510,18451,16015
"State ",531312,501151,479344,469255,435497,437099,447105,436991,419783,367049,320805,288227,247247,220225,205886,210549,174220,162537,154107,146622,136033,131880
,,,,,,,,,,,,,,,,,,,,,,
"Northeast ",59495,63580,61293,61495,62896,67458,66875,63599,60746,49685,42574,36917,33394,30688,27817,27886,23494,20806,23155,21488,19746,20474
"Connecticut",1660,1591,1344,1586,1888,5824,9569,11018,10645,8116,4630,2872,2433,2445,2610,2367,2325,2426,3182,2850,1716,1675
"Maine ",606,659,853,764,823,803,897,850,840,753,655,679,599,390,497,649,589,390,518,482,538,647
"Massachusetts",3330,3468,2959,4265,4283,5253,4558,4938,4680,4189,3884,3437,3408,2883,2654,2409,1813,1538,1384,1523,1558,1771
"New Hampshire",999,946,949,978,819,959,672,637,505,430,360,350,308,238,202,250,235,218,207,180,192,294
"New Jersey ",14041,15341,14577,12586,12387,11501,13325,9779,8945,7193,6740,5545,5304,4921,4188,4832,3457,3102,3910,3651,3671,3563
"New York ",27978,30469,30929,32949,32376,32969,28153,26776,26516,21813,19909,17862,15169,13966,12249,12151,10259,8521,9468,8816,8050,8655
"Pennsylvania ",9270,9161,7793,6951,9165,8814,8483,8506,7244,6238,5462,5300,5242,5051,4640,4469,4172,3950,3832,3445,3469,3366
"Rhode Island",916,915,839,913,799,866,868,677,747,510,485,483,501,444,441,413,343,286,273,239,243,262
"Vermont",695,1030,1050,503,356,469,350,418,624,443,449,389,430,350,336,346,301,375,381,302,309,241
,,,,,,,,,,,,,,,,,,,,,,
"Midwest ",102730,94521,93243,91503,85483,84857,79899,74668,69855,59002,51473,48050,45279,39853,42704,43493,40685,39190,36588,32712,31381,30295
"Illinois ",25099,24747,23347,23244,21309,18862,17404,17281,15505,10936,9721,11108,10659,9267,8546,9157,9914,9715,8705,6718,7173,5390
"Indiana",9280,8935,8102,7214,6634,6257,6307,5677,4853,4355,4550,4154,4317,3852,4061,3959,3699,3106,2715,2188,2444,2627
"Iowa",4342,3845,3720,3603,3575,3231,2967,2807,2718,2517,2573,2442,2196,2248,1998,1985,1654,1562,1043,1072,1014,979
"Kansas",4245,4018,3542,3446,3381,4154,3580,3349,3450,3665,2930,2121,1778,1741,1578,1684,1949,1600,1470,1661,1610,1685
"Michigan",13327,11538,12494,12086,11106,12385,11201,11297,10734,9378,7525,6073,5671,5222,7599,7836,7092,6997,6562,6489,6031,5961
"Minnesota",4056,3449,2992,3051,2826,2657,2568,2272,2333,2089,1944,1728,1546,1458,1445,1448,1425,1271,1256,1270,1291,1230
"Missouri",12374,11489,10593,10572,9553,9821,8967,7802,7130,6982,5886,5275,4894,3755,3616,3157,2772,2710,2867,2697,2255,2332
"Nebraska",1532,1541,1546,1338,1408,1436,1382,1315,1245,1089,975,826,692,544,620,646,618,709,612,624,604,648
"North Dakota",646,526,479,435,345,334,330,334,333,347,271,294,310,242,215,237,191,175,146,150,178,164
"Ohio",20203,18309,20216,19923,19973,20320,20818,18216,17907,14249,11756,10930,10069,8873,10056,10406,8964,9088,9248,7943,6887,7228
"South Dakota ",1162,983,951,846,714,754,741,731,767,577,766,594,639,500,499,480,388,352,319,309,347,354
"Wisconsin",6464,5141,5261,5745,4659,4646,3634,3587,2880,2818,2576,2505,2508,2151,2471,2498,2019,1905,1645,1591,1547,1697
,,,,,,,,,,,,,,,,,,,,,,
