"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,
"filename: corpop29.csv",,,,,,,,,,,,,,,,,,,,,,
"title: Sentenced male prisoners released unconditionally from State or Federal jurisdiction",,,,,,,,,,,,,,,,,,,,,,
"data source: BJS, National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,
"author: Paige Harrison",,,,,,,,,,,,,,,,,,,,,,
"refer questions to: askbjs@ojp.usdoj.gov      (202)307-0765",,,,,,,,,,,,,,,,,,,,,,
"coordinator:   Laura Maruschak",,,,,,,,,,,,,,,,,,,,,,
"date of version: 06/15/00",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"The numbers presented in this spreadsheet may have been revised from those previously",,,,,,,,,,,,,,,,,,,,,,
"published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Sentenced male prisoners released unconditionally from State or Federal jurisdiction",,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,"12/31/85*",12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977
,,,,,,,,,,,,,,,,,,,,,,
"U.S. Total ",113037,99806,93662,79692,66200,63156,53233,50372,50308,56611,57809,49532,40154,39158,36700,35908,27324,26508,24561,25372,24686,22851
"Federal ",21475,20173,17765,16020,14166,11364,"/","/","/",4245,4855,3940,4232,3895,4895,4901,4621,3236,3417,4197,3883,3640
"State ",91562,79633,75897,63672,52034,51792,53233,50372,50308,52366,52954,45592,35922,35263,31805,31007,22703,23272,21144,21175,20803,19211
,,,,,,,,,,,,,,,,,,,,,,
"Northeast ",9368,9303,9710,7994,6593,7689,7398,5616,5617,5238,4696,4622,4289,3371,3091,2791,1995,2278,2842,2526,1716,1657
"Connecticut",222,211,759,177,183,1451,1945,1262,994,947,1012,1429,1476,1399,1368,1205,356,773,1379,1280,481,466
"Maine ",217,424,367,303,325,317,324,311,310,268,206,214,206,171,298,389,359,245,268,248,254,187
"Massachusetts",1739,1879,1830,2045,1650,2113,1549,1148,1114,1058,1013,935,803,489,353,287,243,163,105,109,125,146
"New Hampshire",199,186,178,144,109,144,113,104,91,132,110,134,100,57,25,17,21,31,18,20,0,2
"New Jersey ",3807,3379,3032,2743,2320,1765,1979,1305,1123,963,961,608,536,250,173,110,126,119,147,144,153,169
"New York ",1559,1523,1667,1436,1188,985,631,733,1040,964,689,617,409,399,391,361,525,571,516,345,476,408
"Pennsylvania ",1540,1609,1804,1034,772,795,751,638,733,728,579,571,572,458,356,373,319,321,356,328,174,233
"Rhode Island",6,12,3,7,12,16,12,8,13,15,14,19,23,28,28,27,28,32,30,44,52,31
"Vermont",79,80,70,105,34,103,94,107,199,163,112,95,164,120,99,22,18,23,23,8,1,15
,,,,,,,,,,,,,,,,,,,,,,
"Midwest ",13909,15751,15934,14142,13826,14246,13092,12059,11938,9503,7806,7243,6282,4763,3963,2317,2712,3691,4171,3311,2599,2378
"Illinois ",1367,988,725,518,430,273,331,1021,1420,795,609,1286,1138,756,617,555,737,1119,1327,566,101,0
"Indiana",545,496,465,428,810,559,441,293,172,116,150,35,54,78,110,114,148,186,216,174,250,127
"Iowa",700,633,522,389,382,290,252,169,250,261,200,165,197,175,162,169,265,302,256,250,242,193
"Kansas",281,255,182,177,102,93,109,96,96,82,59,35,11,5,3,3,0,0,2,0,0,4
"Michigan",1105,1003,916,789,671,735,574,594,546,555,489,351,367,253,322,330,383,361,365,428,376,401
"Minnesota",475,422,314,254,253,239,198,138,138,138,104,99,120,102,121,119,220,136,118,87,133,136
"Missouri",968,890,629,514,387,552,504,550,521,512,446,443,616,515,348,241,489,936,1300,1382,1111,1142
"Nebraska",742,685,657,535,482,543,514,393,412,386,232,254,317,213,207,237,213,378,286,184,125,126
"North Dakota",130,154,153,109,98,100,86,87,87,86,70,81,83,36,29,27,22,9,16,10,18,19
"Ohio",7098,9793,10957,10038,9923,10544,9768,8394,7978,6249,5085,4213,3113,2381,1802,131,31,53,63,38,43,54
"South Dakota ",313,323,308,299,210,229,215,204,182,175,233,164,158,152,132,129,112,93,115,117,109,87
"Wisconsin",185,109,106,92,78,89,100,120,136,148,129,117,108,97,110,262,92,118,107,75,91,89
,,,,,,,,,,,,,,,,,,,,,,
"South ",57642,45157,42022,33783,24682,23155,25796,25791,25246,30435,34433,29333,21821,24301,22839,24134,16299,15701,12771,13888,15398,13856
"Alabama",2175,2886,3197,2782,2466,2134,1914,1793,1442,1221,1504,1252,1223,1584,1754,1541,1097,520,524,723,1070,663
"Arkansas",543,616,670,667,804,828,851,727,1351,589,390,365,249,274,244,243,208,249,248,185,142,170
"Delaware ",796,692,531,403,426,392,289,218,218,191,162,149,113,84,85,79,55,73,89,99,17,0
"Dist. of Columbia",3779,2281,1939,2050,688,564,622,706,812,820,832,721,660,547,556,659,767,652,596,525,474,503
"Florida",12193,13514,13783,9824,5594,6381,9255,11963,11114,17491,19899,14423,9332,9868,7258,8339,4136,2844,1806,1310,1088,1526
"Georgia ",3167,3080,3549,2756,1912,1441,1299,872,1466,1307,2877,3124,1985,2552,2936,2718,2346,4012,1804,2131,2239,1803
"Kentucky ",3288,2813,2587,2394,2231,2032,1690,1395,1230,920,742,695,517,467,336,310,298,32,36,34,79,113
"Louisiana",605,515,491,409,468,494,504,977,657,699,843,998,1136,1337,1682,1807,1532,1601,1390,1362,1295,1168
"Maryland ",1138,900,954,883,789,795,808,684,731,617,482,392,405,430,54,34,43,23,431,502,696,643
"Mississippi",1971,1982,2297,1637,1519,1460,2063,917,874,838,649,694,591,531,526,491,403,338,400,301,227,166
"North Carolina ",4626,3593,2649,1586,409,344,351,362,404,552,871,1360,1716,2241,2261,2660,1486,1263,878,1064,1526,1261
