"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,
"filename: corpop19.csv",,,,,,,,,,,,,,,,,,,,,,
"title:  Sentenced female prisoners admitted State or Federal jurisdiction*",,,,,,,,,,,,,,,,,,,,,,
"data source:  National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,
"authors:  Coliece Rice & Paige Harrison",,,,,,,,,,,,,,,,,,,,,,
"refer questions to: askbjs@ojp.usdoj.gov      (202)307-0765",,,,,,,,,,,,,,,,,,,,,,
"coordinators:   Tracy Snell & Laura Maruschak",,,,,,,,,,,,,,,,,,,,,,
"date of version:   08/02/00",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"The numbers presented in this spreadsheet may have been revised from those previously",,,,,,,,,,,,,,,,,,,,,,
"published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"                                        ",,,,,,,,,,,,
"Sentenced female prisoners admitted to State or Federal jurisdiction*:",,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,12/31/1997,"12/31/96",12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977
,,,,,,,,,,,,,,,,,,,,,,
"U.S. total",61985,56053,53169,50408,45470,43784,40141,39928,37787,36958,28203,24139,20917,17545,15923,15425,13521,11747,9870,10060,9251,9606
"Federal",3964,3254,2660,2341,2340,2164,"/","/","/",2161,1686,1590,1596,1540,1168,1451,950,820,802,971,1220,1354
"State",58021,52799,50509,48067,43130,41620,40141,39928,37787,34797,26517,22549,19321,16005,14755,13974,12571,10927,9068,9089,8031,8252
,,,,,,,,,,,,,,,,,,,,,,
"Northeast",5001,5001,4731,4865,4830,5290,5228,5549,4538,4329,2837,2175,1875,1620,1869,1623,1450,1346,1147,1082,912,1018
"Connecticut",167,242,153,122,176,754,954,1043,853,693,364,124,103,102,207,120,120,126,241,246,143,114
"Maine",63,40,33,18,32,29,40,59,44,41,24,30,18,14,13,10,14,9,8,8,3,22
"Massachusetts",291,297,253,284,311,348,333,434,386,358,264,256,188,309,384,397,328,222,154,106,99,180
"New Hampshire",70,74,73,76,79,67,48,53,27,31,17,12,11,11,9,9,8,5,5,3,6,11
"New Jersey",1451,1416,1187,1140,1014,914,912,732,668,659,517,423,320,290,282,251,228,244,179,175,164,177
"New York",2169,2229,2392,2525,2454,2513,2318,2581,1935,1898,1177,955,856,610,632,524,444,473,346,346,300,343
"Pennsylvania",658,582,541,613,697,600,552,593,556,596,424,355,353,261,317,295,284,253,201,185,187,162
"Rhode Island",67,55,63,46,51,38,53,39,44,36,38,15,24,17,13,11,14,5,10,5,4,6
"Vermont",65,66,36,41,16,27,18,15,25,17,12,5,2,6,12,6,10,9,3,8,6,3
,,,,,,,,,,,,,,,,,,,,,,
"Midwest",11448,10406,10252,9850,8801,7974,7628,6772,6434,5798,4587,3996,3783,3286,3136,3143,2958,2646,2182,2054,1979,2128
"Illinois",2635,2481,2262,2216,1692,1517,1341,1150,1121,827,714,697,743,600,579,512,496,460,292,294,214,263
"Indiana",1047,891,796,692,563,532,515,490,465,441,365,352,299,323,271,303,260,229,198,180,125,108
"Iowa",588,552,471,471,441,326,275,234,275,242,213,169,112,129,68,80,77,119,88,79,74,97
"Kansas",499,456,452,458,385,340,354,273,340,303,241,193,199,176,189,207,158,131,108,84,124,115
"Michigan",1092,1068,1020,971,1125,909,984,871,855,838,637,575,568,506,578,542,505,488,487,432,480,484
"Minnesota",344,299,230,254,243,211,229,202,183,194,166,120,115,107,85,91,88,57,49,78,89,73
"Missouri",1657,1490,1436,1156,1015,897,813,672,646,603,509,432,359,264,190,198,171,157,139,122,116,137
"Nebraska",179,177,184,166,148,146,130,122,111,105,102,77,79,48,46,42,47,29,37,30,39,64
"North Dakota",75,56,49,44,27,23,13,26,23,30,10,8,11,7,7,12,10,2,4,4,6,5
"Ohio",2377,2203,2628,2751,2600,2581,2589,2390,2101,1947,1406,1146,1071,934,923,962,974,831,675,637,595,662
"South Dakota",198,139,124,107,84,56,69,77,82,75,51,54,58,43,42,45,33,26,18,26,11,22
"Wisconsin ",757,594,600,564,478,436,316,265,232,193,173,173,169,149,158,149,139,117,87,88,106,98
,,,,,,,,,,,,,,,,,,,,,,
"South ",22970,20006,19273,19159,17180,17186,16836,16646,16221,14967,11475,10005,8564,7146,6533,6441,5941,5138,4250,4074,3703,3797
