"Bureau of Justice Statistics",,,,,,,,,,,,,
"filename:  cv98110.csv",,,,,,,,,,,,,
"Table 110: Number and percent distribution of series victimizations",,,,,,,,,,,,,
"and of victimizations not in series, by type of crime",,,,,,,,,,,,,
"data source: National Criminal Victimization Survey, 1998   NCJ 181585",,,,,,,,,,,,,
"produced by:  Cathy Maston",,,,,,,,,,,,,
"authors:  Patsy Klaus and Cathy Maston",,,,,,,,,,,,,
"refer questions to:  askbjs@ojp.usdoj.gov     202-307-0765",,,,,,,,,,,,,
"date of version: 04/04/00",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Table 110.  Personal and property crimes, 1998:",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Number and percent distribution of series victimizations",,,,,,,,,,,,,
"and of victimizations not in series, by type of crime",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,"Total victimizations",,,,"Series victimizations",,,,"Victimizations not in series",,,
"Type of crime",,"     Number",,"Percent",,"     Number",,"Percent",,"     Number",,"Percent",
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Personal crimes",,8882930,,100.0,"%",471070,,5.3,"%",8411860,,94.7,"%"
,,,,,,,,,,,,,
"Crimes of violence",,8587300,,100.0,,471070,,5.5,,8116240,,94.5,
"   Completed violence",,2646230,,100.0,,82490,,3.1,,2563740,,96.9,
"   Attempted/threatened violence",,5941070,,100.0,,388580,,6.5,,5552490,,93.5,
"   Rape/Sexual assault",,339940,,100.0,,7440,"*",2.2,"*",332500,,97.8,
"      Rape/Attempted rape",,202190,,100.0,,2430,"*",1.2,"*",199760,,98.8,
"         Rape",,112700,,100.0,,2430,"*",2.2,"*",110270,,97.8,
"         Attempted rape/a",,89490,,100.0,,0,"*",0.0,"*",89490,,100.0,
"      Sexual assault/b",,137750,,100.0,,5010,"*",3.6,"*",132740,,96.4,
"   Robbery",,897110,,100.0,,10620,"*",1.2,"*",886490,,98.8,
"      Completed/property taken",,611840,,100.0,,2130,"*",0.3,"*",609710,,99.7,
"         With injury",,170290,,100.0,,0,"*",0.0,"*",170290,,100.0,
"         Without injury",,441560,,100.0,,2130,"*",0.5,"*",439420,,99.5,
"      Attempted to take property",,285270,,100.0,,8490,"*",3.0,"*",276780,,97.0,
"         With injury",,77980,,100.0,,8490,"*",10.9,"*",69500,,89.1,
"         Without injury",,207290,,100.0,,0,"*",0.0,"*",207290,,100.0,
"   Assault",,7350250,,100.0,,453000,,6.2,,6897250,,93.8,
"      Aggravated",,1748360,,100.0,,74720,,4.3,,1673640,,95.7,
"         With injury",,577150,,100.0,,29880,,5.2,,547280,,94.8,
"         Threatened with weapon",,1171200,,100.0,,44840,,3.8,,1126370,,96.2,
"      Simple",,5601890,,100.0,,378290,,6.8,,5223610,,93.2,
"         With minor injury",,1218500,,100.0,,43030,,3.5,,1175470,,96.5,
"         Without injury",,4383400,,100.0,,335260,,7.6,,4048140,,92.4,
"Purse snatching/Pocket picking",,295620,,100.0,,0,"*",0.0,"*",295620,,100.0,
"   Completed purse snatching",,47350,,100.0,,0,"*",0.0,"*",47350,,100.0,
"   Attempted purse snatching",,9290,"*",100.0,"*",0,"*",0.0,"*",9290,"*",100.0,"*"
"   Completed pocket picking ",,238980,,100.0,,0,"*",0.0,"*",238980,,100.0,
,,,,,,,,,,,,,
"Property crimes",,23155110,,100.0,"%",260210,,1.1,"%",22894900,,98.9,"%"
,,,,,,,,,,,,,
"Household burglary",,4110800,,100.0,,56630,,1.4,,4054170,,98.6,
"   Completed",,3430230,,100.0,,49970,,1.5,,3380260,,98.5,
"      Forcible entry",,1321850,,100.0,,11770,"*",0.9,"*",1310080,,99.1,
"      Unlawful entry without force",,2108380,,100.0,,38190,,1.8,,2070190,,98.2,
"   Attempted forcible entry",,680570,,100.0,,6660,"*",1.0,"*",673910,,99.0,
"Motor vehicle theft",,1146630,,100.0,,8690,"*",0.8,"*",1137940,,99.2,
"   Completed",,828550,,100.0,,6600,"*",0.8,"*",821950,,99.2,
"   Attempted",,318090,,100.0,,2100,"*",0.7,"*",315990,,99.3,
"Theft",,17897680,,100.0,,194890,,1.1,,17702790,,98.9,
"   Completed",,17257550,,100.0,,183740,,1.1,,17073810,,98.9,
"      Less than $50",,6269380,,100.0,,100670,,1.6,,6168710,,98.4,
"      $50 - $249",,6113320,,100.0,,30620,,0.5,,6082700,,99.5,
"      $250 or more",,3723420,,100.0,,30480,,0.8,,3692940,,99.2,
"      Amount not available",,1151430,,100.0,,21970,"*",1.9,"*",1129460,,98.1,
"   Attempted",,640130,,100.0,,11150,"*",1.7,"*",628980,,98.3,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Note: Detail may not add to total shown because of rounding.",,,,,,,,,,,,,
"* Estimate is based on about 10 or fewer sample cases.",,,,,,,,,,,,,
"a/Includes verbal threats of rape.",,,,,,,,,,,,,
"b/Includes threats.",,,,,,,,,,,,,
