"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,
"filename: corpop05.csv",,,,,,,,,,,,,,,,,,,,,,
"title:  Prisoners in custody of State or Federal correctional authorities",,,,,,,,,,,,,,,,,,,,,,
"data source: BJS, National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,
"authors:  George Hill & Paige Harrison",,,,,,,,,,,,,,,,,,,,,,
"refer questions to: askbjs@ojp.usdoj.gov      (202)307-0765",,,,,,,,,,,,,,,,,,,,,,
"coordinators:   Tracy Snell & Laura Maruschak",,,,,,,,,,,,,,,,,,,,,,
"date of version:  08/01/00",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"The numbers presented in this spreadsheet may have been revised from those previously",,,,,,,,,,,,,,,,,,,,,,
"published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Prisoners in custody of State or Federal correctional authorities",,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977
,,,,,,,,,,,,,,,,,,,,,,
"U.S. total     ",1222436,1176564,1127764,1078542,990147,909381,850566,792535,743382,683382,606810,562814,526436,487593,448264,423898,402914,360029,319598,304589,296050,289563
"Federal",110793,101755,95088,89538,85500,80815,72071,63930,58838,53387,44205,42478,39781,35781,30875,28945,27311,26778,23779,23356,26285,30920
"State",1111643,1074809,1032676,989004,904647,828566,778495,728605,684544,629995,562605,520336,486655,451812,417389,394953,375603,333251,295819,281233,269765,258643
,,,,,,,,,,,,,,,,,,,,,,
"Northeast",169513,164570,161209,156302,149626,141602,134275,127280,119257,109261,96475,88403,82011,76138,71092,64869,59476,53418,45642,43603,41349,40276
"Connecticut",16104,15558,15233,14681,14246,13384,11055,10573,10101,8777,7516,6961,6393,6010,5611,5382,4891,4531,4259,4536,3120,2965
"Maine",1629,1601,1476,1455,1460,1437,1510,1564,1541,1442,1285,1258,1210,1118,982,947,893,802,653,676,666,666
"Massachusetts",10982,10918,10803,10369,11396,10229,10053,9415,8345,7610,6862,6361,5709,5453,4974,4532,4376,3911,3080,2771,2714,2825
"New Hampshire",2140,2104,2037,2002,2066,1899,1864,1518,1357,1135,983,845,749,643,548,459,445,364,313,308,264,239
"New Jersey",27310,25497,23123,22808,21219,20237,19117,19072,17746,16017,14652,13650,12017,11328,10345,9142,8171,6996,5881,5852,5869,6017
"New York",70350,69383,69709,68486,66750,64569,61736,57862,54895,51232,44560,40842,38647,35346,33782,30924,28501,25916,21942,20895,20190,19367
"Pennsylvania",36440,34929,34476,32402,28285,26059,24990,23405,21903,19692,17929,16302,15227,14267,13126,11798,10572,9426,8243,7442,7463,7095
"Rhode Island",3318,3310,3233,2854,2937,2600,2739,2783,2377,2476,1918,1440,1371,1322,1233,1150,1048,969,803,718,649,686
"Vermont",1240,1270,1119,1245,1267,1188,1211,1088,992,880,770,744,688,651,491,535,579,503,468,405,414,416
,,,,,,,,,,,,,,,,,,,,,,
"Midwest",222238,213819,202428,192757,181587,172810,166204,155680,145530,136153,120209,111013,102520,94812,85119,80939,77561,72674,65212,62650,60936,59492
"Illinois",43051,40788,38852,37658,36531,34495,31640,29115,27516,24712,21081,19850,19456,18279,16912,15437,13895,13994,11497,11245,10587,11163
"Indiana",17605,16511,15766,16125,15014,14470,13945,13008,12736,12353,11444,10871,10209,10088,9392,9360,8827,8054,6709,5686,4953,4633
"Iowa",7394,6938,6342,5906,5437,4898,4518,4145,3967,3584,3034,2851,2777,2687,2836,2814,2829,2670,2479,2188,2016,2125
