"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,
"filename:  corpop15.csv",,,,,,,,,,,,,,,,,,,,,,
"title:  Conditional release violators returned to State or Federal jurisdiction*",,,,,,,,,,,,,,,,,,,,,,
"data source:  National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,
"authors:  Coliece Rice & Paige Harrison",,,,,,,,,,,,,,,,,,,,,,
"refer questions to: askbjs@ojp.usdoj.gov      (202)307-0765",,,,,,,,,,,,,,,,,,,,,,
"coordinators:   Tracy Snell & Laura Maruschak",,,,,,,,,,,,,,,,,,,,,,
"date of version:  08/02/00",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"The numbers presented in this spreadsheet may have been revised from those previously",,,,,,,,,,,,,,,,,,,,,,
"published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Conditional release violators returned to State or Federal jurisdiction*:",,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977
,,,,,,,,,,,,,,,,,,,,,,
"U.S. total",209782,189765,175305,178641,170974,147712,141961,142100,133870,122156,101354,82959,71184,58694,52007,45568,39003,35674,28817,25668,23844,21746
"Federal",3630,3106,2672,2915,3146,1346,"/","/","/",1611,2744,2435,2401,2502,2475,2583,2317,1709,1640,1454,1429,2129
"State",206152,186659,172633,175726,167828,146366,141961,142100,133870,120545,98610,80524,68783,56192,49532,42985,36686,33965,27177,24214,22415,19617
,,,,,,,,,,,,,,,,,,,,,,
"Northeast",20684,18622,19887,19808,17365,15856,15579,14246,16501,15091,11958,9139,8147,6954,8603,7599,6483,6537,5685,5053,4465,3867
"Connecticut",849,752,238,523,709,3698,4049,4711,4967,3249,943,306,206,345,526,509,831,1052,630,602,354,225
"Maine",303,104,267,245,268,260,208,215,188,206,89,94,83,76,67,78,71,34,37,37,32,96
"Massachusetts",682,805,883,1023,1155,1097,1296,1536,1327,1099,1173,953,806,653,514,388,420,349,381,344,277,261
"New Hampshire",358,347,340,296,261,221,176,136,129,129,96,120,79,76,56,33,54,26,15,21,23,32
"New Jersey",6822,6064,5617,5157,3922,3478,3142,2410,2185,2386,2081,1985,1785,1773,1567,1286,833,847,1192,1210,1083,1001
"New York",7613,6834,8240,7782,6548,6355,4483,3284,5137,5326,4770,3392,3170,2151,4306,3673,2948,3058,2473,2001,1891,1697
"Pennsylvania",3665,3207,3770,4409,4171,418,1848,1690,2276,2520,2578,2117,1806,1651,1415,1397,1127,1037,833,763,685,463
"Rhode Island",270,264,283,258,246,215,197,187,200,152,191,142,146,152,119,138,83,56,50,30,34,51
"Vermont",122,245,249,115,85,114,180,77,92,24,37,30,66,77,33,97,116,78,74,45,86,41
,,,,,,,,,,,,,,,,,,,,,,
"Midwest",25028,23471,21597,20531,21477,19501,18607,17571,15971,14871,11511,11455,11483,11164,10277,9684,8922,9418,6423,6515,5923,5074
"Illinois",6802,6145,5224,4948,4452,4095,3937,3995,4614,3693,2161,3286,3568,3228,3017,3218,2838,4067,1636,2090,1785,1019
"Indiana",1052,837,769,691,594,581,552,409,275,346,272,189,151,183,147,178,232,216,250,203,118,141
"Iowa",660,751,792,886,996,889,779,796,763,811,808,742,656,484,412,282,216,160,79,110,127,141
