Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,
filename: corpop25.csv,,,,,,,,,,,,,,,,,,,,,,
"title: Incarceration rates for prisoners under State or Federal jurisdiction, per 100,000 residents*",,,,,,,,,,,,,,,,,,,,,,
"data source: BJS, National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,
author: Paige Harrison,,,,,,,,,,,,,,,,,,,,,,
refer questions to: askbjs@ojp.usdoj.gov      (202)307-0765,,,,,,,,,,,,,,,,,,,,,,
coordinator:   Laura Maruschak,,,,,,,,,,,,,,,,,,,,,,
date of version: 03/28/11,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The numbers presented in this spreadsheet may have been revised from those previously,,,,,,,,,,,,,,,,,,,,,,
"published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Incarceration rates for prisoners under State or Federal jurisdiction, per 100,000 residents*",,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/77**
,,,,,,,,,,,,,,,,,,,,,,
U.S. Total ,460,444,427,411,389,350,330,310,292,271,244,228,216,200,187,179,170,153,139,136,135,129
Federal ,38,35,33,32,30,28,26,22,20,19,17,16,15,14,12,11,10,10,9,10,12,13
State ,421,409,393,379,358,322,305,287,272,253,227,211,201,187,175,167,160,144,130,126,123,116
,,,,,,,,,,,,,,,,,,,,,,
Northeast ,323,313,308,301,286,272,261,248,232,215,186,169,157,145,136,125,115,103,87,84,82,77
Connecticut,372,364,314,318,321,320,268,263,238,194,146,144,135,127,119,114,120,95,68,69,70,53
Maine ,139,124,108,107,113,116,121,123,118,116,100,106,106,83,73,75,69,71,61,58,53,61
Massachusetts,174,177,178,170,174,154,161,143,132,122,109,102,92,88,82,76,78,65,56,50,49,48
New Hampshire,182,184,176,174,177,157,160,132,117,103,93,81,76,68,59,50,46,42,35,35,32,26
New Jersey ,382,351,343,340,311,301,290,301,271,251,219,177,157,149,138,123,107,92,76,76,74,78
New York ,385,381,383,378,367,354,340,320,304,285,248,229,216,195,186,173,158,145,123,120,114,108
Pennsylvania ,303,291,286,268,235,216,207,192,183,169,149,136,128,119,109,98,88,78,68,67,65,56
