"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,
"filename:  corpop21.csv",,,,,,,,,,,,,,,,,,,,,,
"title:  Female conditional release violators returned to State or Federal jurisdiction*",,,,,,,,,,,,,,,,,,,,,,
"data source:  National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,
"authors:  Coliece Rice & Paige Harrison",,,,,,,,,,,,,,,,,,,,,,
"refer questions to: askbjs@ojp.usdoj.gov      (202)307-0765",,,,,,,,,,,,,,,,,,,,,,
"coordinators:   Tracy Snell & Laura Maruschak",,,,,,,,,,,,,,,,,,,,,,
"date of version:  08/02/00",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"The numbers presented in this spreadsheet may have been revised from those previously",,,,,,,,,,,,,,,,,,,,,,
"published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Female conditional release violators returned to State or Federal jurisdiction*:",,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,12/31/1997,"12/31/96",12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,"12/31/85",12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977
,,,,,,,,,,,,,,,,,,,,,,
"U.S. total",19329,15396,13947,13367,12200,10584,9383,9812,8502,7587,5769,4434,3783,2698,2394,1918,1502,1318,1013,915,962,751
"Federal",272,255,138,179,182,94,"/","/","/",114,159,170,172,160,177,200,181,110,112,106,106,138
"State",19057,15141,13809,13188,12018,10490,9383,9812,8502,7473,5610,4264,3611,2538,2217,1718,1321,1208,901,809,856,613
,,,,,,,,,,,,,,,,,,,,,,
"Northeast",1395,1211,1234,1171,973,979,1012,864,775,735,376,303,243,221,259,194,150,201,167,151,127,101
"Connecticut",74,95,17,28,68,298,389,385,350,267,63,15,8,13,47,20,22,25,47,32,18,12
"Maine",24,4,6,8,12,11,7,11,7,7,1,4,0,0,0,0,0,0,0,0,0,3
"Massachusetts",50,55,47,58,73,65,67,97,29,21,14,14,10,17,15,25,10,14,17,10,20,14
"New Hampshire",20,17,19,19,12,6,5,6,4,5,2,6,2,1,0,0,0,0,0,0,0,0
"New Jersey",593,531,470,407,266,188,157,103,88,97,74,77,54,67,45,34,41,44,41,36,24,29
"New York",476,354,479,432,340,372,309,214,202,243,112,114,115,83,100,76,47,82,36,50,46,33
"Pennsylvania",136,124,164,207,185,28,66,37,88,86,98,66,47,39,51,32,23,36,24,21,19,9
"Rhode Island",14,20,16,5,12,4,12,10,6,6,10,7,7,1,1,3,0,0,2,2,0,0
"Vermont",8,11,16,7,5,7,0,1,1,3,2,0,0,"NA","NA",4,7,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,
"Midwest",1861,1578,1440,1335,1252,1073,1000,976,960,764,640,507,556,524,467,442,329,316,234,226,222,157
"Illinois",413,349,276,233,155,145,135,162,197,111,87,140,195,145,110,110,77,90,35,35,50,18
"Indiana",95,58,50,43,31,25,32,28,32,25,20,17,5,8,6,1,1,0,5,5,4,2
"Iowa",86,98,76,83,89,66,42,33,47,49,65,48,29,28,13,11,9,15,5,17,17,15
"Kansas",127,103,89,112,156,134,103,106,141,53,53,30,32,34,37,59,30,44,34,7,16,10
"Michigan",282,239,236,180,222,179,198,172,136,139,104,68,69,82,92,77,47,47,35,43,49,32
"Minnesota",73,67,44,60,58,53,54,38,32,33,28,17,20,22,12,18,14,7,10,8,6,7
"Missouri",416,309,340,245,175,155,129,171,156,160,98,51,50,41,30,30,18,8,11,7,10,11
"Nebraska",25,43,37,35,43,34,32,33,14,23,12,4,9,7,6,1,3,4,6,4,3,6
"North Dakota",7,8,6,7,6,6,2,3,1,5,0,0,1,1,1,0,1,0,0,0,0,0
"Ohio",218,201,213,274,246,222,224,204,155,134,135,102,121,137,132,114,120,89,84,90,59,48
"South Dakota",24,17,12,13,13,13,15,9,15,6,8,10,6,4,7,5,4,3,3,3,1,5
"Wisconsin ",95,86,61,50,58,41,34,17,34,26,30,20,19,15,21,16,5,9,6,7,7,3
,,,,,,,,,,,,,,,,,,,,,,
"South ",6564,3912,3483,4071,4006,3668,2871,2877,2172,1902,1412,1101,1005,724,692,489,422,396,292,270,333,234
"Alabama",45,119,118,102,119,96,103,91,76,89,35,31,24,3,3,4,2,0,0,2,5,7
"Arkansas",123,128,137,105,57,79,77,56,43,53,30,33,21,38,39,9,12,11,8,5,30,3
"Delaware",26,38,28,50,13,18,6,3,0,12,2,2,0,2,1,0,3,1,0,0,0,0
"Dist.of Col.",101,146,111,16,85,93,100,98,99,74,71,24,15,16,11,10,11,6,5,7,5,3
