"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,
"filename: corpop31.csv",,,,,,,,,,,,,,,,,,,,,,
"title: Sentenced female prisoners released unconditionally from State or Federal jurisdiction",,,,,,,,,,,,,,,,,,,,,,
"data source: BJS, National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,
"author: Paige Harrison",,,,,,,,,,,,,,,,,,,,,,
"refer questions to: askbjs@ojp.usdoj.gov      (202)307-0765",,,,,,,,,,,,,,,,,,,,,,
"coordinator:   Laura Maruschak",,,,,,,,,,,,,,,,,,,,,,
"date of version: 06/15/00",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"The numbers presented in this spreadsheet may have been revised from those previously",,,,,,,,,,,,,,,,,,,,,,
"published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Sentenced female prisoners released unconditionally from State or Federal jurisdiction",,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977
,,,,,,,,,,,,,,,,,,,,,,
"U.S. Total ",13049,10090,9773,8389,6636,6480,5192,5207,4935,5496,4866,3721,2678,2757,2492,2399,1589,1393,1354,1382,1216,1201
"Federal ",2464,2121,1934,2034,1820,1437,"/","/","/",619,582,320,340,293,282,363,241,160,230,296,263,181
"State ",10585,7969,7839,6355,4816,5043,5192,5207,4935,4877,4284,3401,2338,2464,2210,2036,1348,1233,1124,1086,953,1020
,,,,,,,,,,,,,,,,,,,,,,
"Northeast ",687,669,649,519,424,515,454,454,455,410,335,310,183,282,311,301,220,166,223,184,57,122
"Connecticut",16,15,77,12,17,128,99,93,63,71,73,55,54,38,44,36,11,20,112,119,34,29
"Maine ",12,17,12,11,16,14,9,9,14,15,10,10,3,6,4,8,5,2,1,1,1,5
"Massachusetts",184,183,141,181,156,150,141,206,216,177,150,141,69,190,211,207,164,100,79,39,7,66
"New Hampshire",7,11,16,10,3,8,3,1,2,5,4,5,0,1,2,0,1,0,1,1,0,0
"New Jersey ",309,266,210,169,121,120,99,71,50,75,50,49,30,16,11,22,13,11,4,5,5,9
"New York ",89,93,94,81,71,66,63,44,46,33,20,31,4,15,16,12,12,19,11,4,4,2
