"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,
"filename: corpop23.csv",,,,,,,,,,,,,,,,,,,,,,
"title: Sentenced male prisoners released from State or Federal jurisdiction",,,,,,,,,,,,,,,,,,,,,,
"data source: BJS, National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,
"author: Paige Harrison",,,,,,,,,,,,,,,,,,,,,,
"refer questions to: askbjs@ojp.usdoj.gov      (202)307-0765",,,,,,,,,,,,,,,,,,,,,,
"coordinator:   Laura Maruschak",,,,,,,,,,,,,,,,,,,,,,
"date of version: 06/12/00",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"The numbers presented in this spreadsheet may have been revised from those previously",,,,,,,,,,,,,,,,,,,,,,
"published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Sentenced male prisoners released from State or Federal jurisdiction",,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977
,,,,,,,,,,,,,,,,,,,,,,
"U.S. Total ",503675,477042,456599,445652,417136,417058,408959,399807,384673,354971,311942,283001,245587,219042,207598,211611,177195,165110,160094,156425,145574,139294
"Federal ",26641,25140,22542,20354,19391,17482,"/","/","/",16587,14519,15456,14680,13203,14833,14020,13353,11698,14764,18280,17122,14896
"State ",477034,451902,434057,425298,397745,399576,408959,399807,384673,338384,297423,267545,230907,205839,192765,197591,163842,153412,145330,138145,128452,124398
,,,,,,,,,,,,,,,,,,,,,,
"Northeast ",54741,58537,56693,56892,58278,62515,61784,58989,56701,46658,40331,35101,31922,29182,26294,26421,22226,19794,22038,20473,18859,19493
"Connecticut",1430,1384,1228,1413,1684,5262,8634,10030,9832,7549,4317,2754,2341,2353,2448,2272,2227,2312,2939,2593,1561,1558
"Maine ",581,634,829,736,782,765,855,809,795,720,634,649,579,380,486,636,579,384,514,477,531,629
"Massachusetts",3025,3151,2723,3963,3979,4905,4207,4513,4294,3906,3646,3224,3238,2593,2278,2027,1515,1345,1213,1399,1459,1590
"New Hampshire",936,875,872,905,764,899,630,613,484,413,349,334,301,231,193,245,230,215,201,176,190,283
"New Jersey ",12839,14048,13364,11585,11408,10625,12401,9113,8432,6716,6340,5189,5013,4651,3932,4607,3259,2946,3741,3488,3503,3351
"New York ",25742,28081,28650,30464,29969,30485,25966,24872,24807,20616,19005,17068,14554,13394,11804,11652,9867,8211,9135,8517,7792,8379
"Pennsylvania ",8703,8526,7227,6501,8595,8304,7944,7998,6754,5822,5128,5031,4987,4809,4396,4239,3925,3737,3653,3297,3282,3207
"Rhode Island",865,861,797,863,753,823,816,637,707,483,464,464,487,426,430,406,334,275,267,232,238,260
"Vermont",620,977,1003,462,344,447,331,404,596,433,448,388,422,345,327,337,290,369,375,294,303,236
,,,,,,,,,,,,,,,,,,,,,,
"Midwest ",92217,85027,83854,82760,77624,77425,72966,68441,63849,54325,47497,44496,41971,37048,39819,40707,38195,36973,34400,30795,29441,28410
"Illinois ",22680,22447,21138,21411,19742,17577,16262,16205,14548,10229,9127,10426,10007,8705,8051,8729,9435,9407,8293,6442,6918,5174
"Indiana",8360,8107,7416,6590,6114,5765,5830,5209,4440,4037,4227,3881,3969,3578,3808,3695,3491,2928,2560,2061,2310,2497
"Iowa",3717,3351,3294,3206,3204,2943,2739,2557,2476,2314,2378,2271,2098,2132,1919,1901,1584,1465,953,1004,934,890
"Kansas",3793,3562,3117,3093,3065,3767,3255,3085,3148,3337,2690,1907,1603,1603,1419,1522,1806,1501,1393,1563,1493,1594
"Michigan",12231,10606,11552,11083,10204,11432,10325,10472,9981,8793,7038,5663,5307,4847,7044,7323,6621,6505,6081,6064,5634,5607
"Minnesota",3741,3172,2779,2777,2621,2450,2354,2084,2150,1926,1791,1626,1437,1363,1372,1351,1354,1205,1195,1193,1221,1149
"Missouri",10934,10228,9447,9548,8660,8925,8252,7174,6543,6467,5378,4937,4607,3527,3471,3047,2730,2582,2738,2596,2163,2234
"Nebraska",1373,1361,1395,1203,1265,1295,1257,1189,1133,983,880,752,626,496,584,592,583,680,577,577,558,572
"North Dakota",581,486,444,401,315,316,304,318,306,331,263,281,300,235,208,224,187,174,142,146,172,161
"Ohio",17896,16143,17600,17370,17496,17904,18355,16172,15758,12720,10632,9859,9058,8074,9174,9521,8127,8388,8607,7366,6253,6601
"South Dakota ",998,871,834,769,645,707,671,657,681,540,708,544,589,464,451,435,369,335,294,290,333,335
"Wisconsin",5913,4693,4838,5309,4293,4344,3362,3319,2685,2648,2385,2349,2370,2024,2318,2367,1908,1803,1567,1493,1452,1596
,,,,,,,,,,,,,,,,,,,,,,
