Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename: corpop04.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title:  Male prisoners under State or Federal jurisdiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: BJS, National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Authors:  George Hill & Paige Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@usdoj.gov      (202)307-0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coordinators:   Tracy Snell & Laura Maruschak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated: Doris J. James & Paige Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date of version:  12/6/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"The numbers presented in this spreadsheet may have been revised from those previously published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,


Male prisoners under State or Federal jurisdiction ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977

U.S. Total ,"1,391,781","1,367,755","1,342,513","1,311,053","1,298,027","1,273,171","1,214,969","1,161,468","1,107,109","1,057,406","990,306","911,044","832,093","777,908","729,840","671,752","594,996","555,961","518,441","479,359","441,208","417,835","396,021","354,393","316,401","301,462","294,530","287,745"
Federal ,"168,164","161,424","152,294","146,020","135,171","125,333","113,855","104,667","97,844","92,852","87,894","82,696","73,860","65,954","60,515","54,736","46,686","45,273","41,575","37,819","32,267","30,172","28,046","26,574","22,964","24,835","27,975","30,185"
State ,"1,223,617","1,206,331","1,190,219","1,165,033","1,162,856","1,147,838","1,101,114","1,056,801","1,009,265","964,554","902,412","828,348","758,233","711,954","669,325","617,016","548,310","510,688","476,866","441,540","408,941","387,663","367,975","327,819","293,437","276,627","266,555","257,560"

Northeast ,"162,072","164,222","166,526","163,491","165,744","169,694","166,490","161,082","158,951","153,648","144,943","137,779","130,804","124,900","117,157","108,205","94,740","87,455","79,203","72,878","67,999","62,458","57,353","52,027","44,333","42,413","40,995","39,812"
Connecticut,"18,009","18,298","19,026","17,749","16,949","17,180","16,248","15,840","15,191","13,827","13,381","12,697","10,693","10,317","9,817","8,654","7,455","7,059","6,510","5,826","5,431","5,193","4,952","5,011","4,102","3,919","3,044","2,951"
Maine ,"1,899","1,889","1,810","1,645","1,613","1,651","1,678","1,558","1,378","1,360","1,426","1,419","1,459","1,517","1,479","1,409","1,241","1,270","1,289","1,285","1,005","1,049","1,080",966,793,758,695,623
Massachusetts,"9,403","9,524","9,625","9,875","10,059","10,614","11,053","11,214","11,046","11,031","10,587","9,576","9,489","8,779","7,749","7,026","6,310","5,859","5,310","5,079","4,619","4,244","4,117","3,697","3,079","2,837","2,724","2,660"
New Hampshire,"2,329","2,317","2,307","2,263","2,137","2,140","2,053","2,059","1,957","1,906","1,911","1,689","1,698","1,460","1,298","1,128",995,849,760,665,567,465,435,391,321,311,277,259
