"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,,
"filename:   corpop17.csv",,,,,,,,,,,,,,,,,,,,,,
"title:  Male new court commitments admitted to State or Federal jurisdiction*",,,,,,,,,,,,,,,,,,,,,,
"data source:  National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,
"authors:  Coliece Rice & Paige Harrison",,,,,,,,,,,,,,,,,,,,,,
"refer questions to: askbjs@ojp.usdoj.gov      (202)307-0765",,,,,,,,,,,,,,,,,,,,,,
"coordinators:   Tracy Snell & Laura Maruschak",,,,,,,,,,,,,,,,,,,,,,
"date of version:   08/02/00",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"The numbers presented in this spreadsheet may have been revised from those previously",,,,,,,,,,,,,,,,,,,,,,
"published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"                                        ",,,,,,,,,,,,
"Male new court commitments admitted to State or Federal jurisdiction*:",,,,,,,,,,,,,,,,,,,,,,
,12/31/1998,12/31/1997,"12/31/96",12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,"12/31/82**",12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977
,,,,,,,,,,,,,,,,,,,,,,
"U.S. total",341573,327933,317989,326403,313850,310565,304772,288408,294877,288391,240060,223352,203142,184594,167833,174887,166001,150741,134021,123318,118676,120132
"Federal",30981,27694,24838,21836,21816,21610,"/","/","/",16441,14434,14902,14769,14133,12603,12986,11776,10488,10329,11887,12259,12765
"State",310592,300239,293151,304567,292034,288955,304772,288408,294877,271950,225626,208450,188373,170461,155230,161901,154225,140253,123692,111431,106417,107367
,,,,,,,,,,,,,,,,,,,,,,
"Northeast",37846,38842,37862,40697,41090,43278,46524,46201,45983,41774,31912,29184,27187,24636,21365,22857,20078,19020,16506,15504,14500,15444
"Connecticut",874,813,378,659,724,2692,4629,5820,6012,5601,3315,2650,2270,2224,2008,2118,1784,1390,2231,2203,1497,952
"Maine",431,606,501,450,479,467,570,627,652,713,490,557,493,397,385,507,457,396,428,415,352,522
"Massachusetts",1920,1994,1999,2216,2189,2193,2321,2407,2552,2522,1903,1891,1638,1542,1423,1342,1433,1317,984,929,994,1051
"New Hampshire",580,620,587,601,711,661,686,633,515,413,398,301,308,245,220,225,205,241,191,181,182,162
"New Jersey",9084,9262,8665,9018,8413,7884,8327,8046,7761,6170,4790,4764,3878,3817,3502,4479,3483,3269,2503,2300,2405,2340
"New York",17962,19129,19482,21145,21357,23016,23265,21856,21432,19923,16372,14850,14198,11925,9298,9993,8748,8652,6905,6706,6294,7831
"Pennsylvania",6152,5547,5384,5683,6287,5496,5971,5952,5977,5429,3819,3533,3751,3878,3954,3703,3495,3220,2746,2379,2416,2227
"Rhode Island",648,671,672,546,602,565,539,562,562,548,410,253,329,304,282,339,298,255,241,218,189,199
"Vermont",195,200,194,379,328,304,216,298,520,455,415,385,322,304,293,151,175,280,277,173,171,160
,,,,,,,,,,,,,,,,,,,,,,
"Midwest",71053,68461,67445,66194,64671,62085,62523,59130,55581,52467,42956,38464,35814,33663,31248,32908,31602,31015,28174,23970,23820,25002
"Illinois",17559,17495,16434,16546,16516,15504,14595,13689,12583,10053,8075,7569,7267,7006,6361,6934,6363,6540,6133,4332,4540,4856
"Indiana",8543,8163,7275,6952,6014,5716,5464,5045,4520,4490,4509,4224,3997,3835,3661,4044,3855,3867,3205,2614,2309,2370
"Iowa",2942,2538,2322,2150,2044,1939,1955,1633,1787,1729,1453,1367,1335,1372,1277,1311,1168,1139,978,899,741,710
"Kansas",2514,2433,2498,2310,1660,1856,1942,1957,2065,1998,1726,1426,1377,1349,1280,1435,1478,1288,1110,1133,1142,1241
"Michigan",7401,7603,7432,7068,6928,6961,8228,8400,8589,8943,7535,6036,5315,4779,4336,4167,4062,3926,4077,4006,4639,5030
"Minnesota",2730,2308,2292,2164,2029,2033,1972,1744,1668,1664,1560,1298,1186,1161,1080,1052,975,785,699,884,840,857
"Missouri",6807,7252,7021,6647,6692,6229,6031,5731,5351,5570,4382,4079,3615,3187,2998,2899,2771,2740,2514,2079,2236,2189
"Nebraska",1309,1191,1226,1168,1124,1012,980,977,940,934,731,618,621,581,497,472,546,761,598,380,412,433
"North Dakota",546,427,445,358,298,258,232,270,287,254,261,264,233,209,211,277,213,178,163,122,114,128
"Ohio",15495,14154,15537,16058,16852,16152,16984,16207,14586,13836,10263,9053,8312,7841,7335,7970,8024,7689,6908,6097,5361,5640
"South Dakota",914,831,787,689,594,599,629,515,627,634,486,506,593,508,472,411,378,325,328,260,282,312
"Wisconsin ",4293,4066,4176,4084,3920,3826,3511,2962,2578,2362,1975,2024,1963,1835,1740,1936,1769,1777,1461,1164,1204,1236
,,,,,,,,,,,,,,,,,,,,,,
"South ",130685,122517,118659,131533,125677,121630,136657,125914,136623,126327,106235,99668,87372,78876,73327,76678,76017,66974,59720,54460,51357,51576
"Alabama",6014,7004,6761,5999,5670,5869,5365,5177,4622,4432,3842,3547,3088,3795,4108,4103,3982,3755,3569,2314,2115,1592
"Arkansas",3333,2955,2922,3215,2983,2452,2978,2849,2950,2395,1893,2192,1591,1528,1536,1614,1692,1643,1564,1523,1300,1339
"Delaware",950,951,832,745,778,881,929,721,760,800,778,686,653,629,436,495,575,520,356,336,311,283
"Dist.of Col.",2961,3097,3021,3143,803,581,828,976,1046,1565,1749,1818,1410,1554,1278,1209,1293,1061,982,971,2424,2447
"Florida",20164,19789,18422,16951,19174,22766,27122,29863,36280,38356,31008,23446,17420,13491,10482,10873,11122,9348,7655,6814,6078,6426
"Georgia",10100,10506,11160,10600,10468,9846,10961,11080,12233,10696,7497,9416,7818,7283,7244,7861,8185,6318,5583,4791,4688,4725
"Kentucky",5445,5297,5061,4433,4352,3753,3946,3355,2990,2778,2394,2077,1922,1877,1704,2345,2012,2324,2112,1892,1835,1890
"Louisiana",6666,5830,5650,5649,5674,7859,7377,3933,5087,4583,4401,4901,3700,3325,3739,3958,3429,2587,2738,1949,2215,2755
"Maryland",6882,6541,7286,7450,7161,6583,6901,6499,6393,6004,4701,4104,3745,3366,3371,3763,3972,4459,3891,3783,3721,3862
"Mississippi",4823,4664,4339,4119,3784,4094,3679,2978,2828,2862,2240,2174,2161,2171,2187,2061,2238,2056,1580,1610,918,401
"North Carolina",8846,8284,8674,11999,16257,18579,18496,16339,14280,12057,9978,8794,8099,7764,7369,7193,7253,7177,6324,6146,5657,5344
"Oklahoma",5301,6164,5931,5990,5615,5511,5748,4979,5181,5647,5072,4691,3916,3741,3604,3535,3166,2338,2204,2516,2049,2068
"South Carolina",5884,5269,5303,5151,5103,5648,5763,4940,4714,4434,3982,3957,3960,3455,3247,2868,3120,3197,3153,2827,2869,2743
"Tennessee",4323,4493,4116,3677,3176,3718,3960,3702,2876,2646,1284,1662,2707,3217,3717,3393,3003,3578,2714,2620,2259,2426
"Texas",30156,22401,21099,33044,24668,13807,22245,19223,26289,19661,19345,20527,20168,16995,15188,16449,13538,12895,12042,10865,10285,9890
"Virginia",7678,8471,7280,8443,9289,8972,9916,8749,7450,6669,5513,5038,4492,3895,3350,4135,4731,2992,2744,3035,2296,3055
"West Virginia",1159,801,802,925,722,711,443,551,644,742,558,638,522,790,767,823,706,726,509,468,337,330
,,,,,,,,,,,,,,,,,,,,,,
"West",71008,70419,69185,66143,60596,61962,59068,57163,56690,51382,44523,41134,38000,33286,29290,29458,26528,23244,19292,17497,16740,15345
"Alaska",1380,1611,1351,1153,"/",943,1097,938,1072,874,889,825,974,792,657,604,442,364,304,271,226,232
"Arizona",7014,6376,6344,6155,6681,6042,5316,5613,5152,4844,4024,3987,3463,3023,2801,2709,2420,2121,1735,1459,1173,1342
"California",41191,41563,41490,40896,37547,39210,36519,34786,35881,31296,27401,24983,22238,19170,16203,17155,15014,13110,10657,9203,8753,7065
