Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename: corpop37.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title:  Sentenced female prisoners under State or Federal jurisdiction*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: BJS, National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author:  Paige Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@usdoj.gov      (202)307-0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coordinator:   Laura Maruschak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:  Doris J. James & Paige Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date of version:  12/6/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"The numbers presented in this spreadsheet may have been revised from those previously published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,

Sentenced female prisoners under State or Federal jurisdiction*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977

U.S. total ,"96,125","92,571","89,066","85,184","85,044","82,402","78,512","73,790","69,599","63,963","60,125","54,037","46,501","43,802","40,564","37,264","30,145","26,822","24,544","21,345","19,205","17,476","16,441","14,298","12,331","12,005","11,583","11,212"

Federal ,"10,207","9,770","9,308","8,990","8,397","8,056","7,326","6,539","6,107","5,814","5,866","5,552","5,175","4,377","3,858","3,365","2,821","2,633","2,458","2,116","1,644","1,525","1,361","1,273","1,173","1,326","1,585","1,694"
State,"85,918","82,801","79,758","76,194","76,647","74,346","71,186","67,251","63,492","58,149","54,259","48,485","41,326","39,425","36,706","33,899","27,324","24,189","22,086","19,229","17,561","15,951","15,080","13,025","11,158","10,679","9,998","9,518"

Northwest ,"7,622","7,846","8,075","8,010","7,817","8,598","8,151","7,905","7,947","7,661","7,317","7,098","6,751","6,614","5,669","5,123","3,811","3,217","2,752","2,349","2,206","1,859","1,713","1,604","1,270","1,169","1,128","1,090"
Connecticut  ,788,827,925,811,790,813,729,792,757,571,622,650,458,439,384,344,218,167,161,150,140,95,70,105,90,64,75,71
Maine ,120,118,80,55,62,56,96,58,43,29,40,49,58,60,42,43,29,26,23,25,21,19,22,20,17,13,10,14
Massachusetts,376,393,383,430,229,414,427,441,461,444,392,385,385,403,388,335,260,234,191,173,154,146,131,101,72,47,65,78
