Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename: corpop02.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title:  Prisoners under State or Federal jurisdiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: BJS, National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Authors:  George Hill & Paige Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@usdoj.gov      (202)307-0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coordinators: Tracy Snell & Laura Maruschak,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated: Doris J.James & Paige Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date of version:  12/6/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"The numbers presented in this spreadsheet may have been revised from those previously published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,


Prisoners Under State or Federal Jurisdiction ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977

U.S. Total ,"1,496,629","1,468,601","1,440,144","1,404,032","1,391,261","1,363,701","1,299,096","1,240,659","1,181,919","1,125,874","1,054,702","969,301","882,500","825,559","773,919","712,364","627,600","585,084","544,972","502,507","462,002","436,855","413,806","369,930","329,821","314,457","307,276","300,024"
Federal ,"180,328","173,059","163,528","156,993","145,416","135,246","123,041","112,973","105,544","100,250","95,034","89,587","80,259","71,608","65,526","59,171","49,928","48,300","44,408","40,223","34,263","31,926","29,673","28,133","24,363","26,371","29,803","32,088"
State ,"1,316,301","1,295,542","1,276,616","1,247,039","1,245,845","1,228,455","1,176,055","1,127,686","1,076,375","1,025,624","959,668","879,714","802,241","753,951","708,393","653,193","577,672","536,784","500,564","462,284","427,739","404,929","384,133","341,797","305,458","288,086","277,473","267,936"

Northeast ,"170,982","173,330","175,907","172,599","174,826","179,424","175,771","170,050","167,981","162,049","153,072","145,620","138,144","132,126","123,464","113,970","99,180","91,210","82,364","75,591","70,498","64,640","59,325","53,908","45,796","43,726","42,236","41,037"
Connecticut,"19,497","19,846","20,720","19,196","18,355","18,639","17,605","17,241","16,571","14,802","14,380","13,691","11,403","10,977","10,500","9,301","8,005","7,511","6,905","6,149","5,718","5,474","5,156","5,263","4,308","4,061","3,189","3,094"
Maine ,"2,024","2,013","1,900","1,704","1,679","1,716","1,781","1,620","1,426","1,396","1,474","1,469","1,519","1,579","1,523","1,455","1,277","1,299","1,316","1,317","1,032","1,082","1,110",992,814,776,711,637
Massachusetts,"10,144","10,232","10,329","10,588","10,722","11,356","11,799","11,947","11,796","11,687","11,293","10,229","10,053","9,415","8,345","7,524","6,757","6,268","5,636","5,390","4,883","4,482","4,334","3,889","3,185","2,924","2,806","2,767"
New Hampshire,"2,448","2,434","2,451","2,392","2,257","2,257","2,169","2,168","2,062","2,015","2,021","1,775","1,777","1,533","1,342","1,166","1,019",867,782,683,581,479,445,398,326,316,283,261
New Jersey ,"26,757","27,246","27,891","28,142","29,784","31,493","31,121","28,361","27,490","27,066","24,632","23,831","22,653","23,483","21,128","19,439","16,936","15,969","12,020","11,335","10,363","9,192","8,191","7,011","5,884","5,852","5,869","6,017"
New York ,"63,751","65,198","67,065","67,533","70,199","72,899","70,001","69,108","69,709","68,486","66,750","64,569","61,736","57,862","54,895","51,232","44,560","40,842","38,449","34,507","33,109","30,510","27,945","25,494","21,815","20,856","20,459","19,367"
Pennsylvania ,"40,963","40,890","40,168","38,062","36,847","36,525","36,377","34,964","34,537","32,416","28,302","26,050","24,974","23,388","22,290","20,469","17,900","16,267","15,201","14,227","13,090","11,767","10,508","9,365","8,171","7,772","7,814","7,683"
Rhode Island,"3,430","3,527","3,520","3,241","3,286","3,003","3,445","3,371","3,271","2,902","2,919","2,783","2,775","2,771","2,392","2,479","1,906","1,428","1,358","1,306","1,221","1,157","1,037",962,813,738,664,690
Vermont,"1,968","1,944","1,863","1,741","1,697","1,536","1,473","1,270","1,119","1,279","1,301","1,223","1,254","1,118","1,049",905,820,759,697,677,501,497,599,534,480,431,441,521

Midwest ,"250,599","247,378","245,303","240,679","237,378","232,903","228,326","218,038","204,657","193,250","183,342","173,277","166,308","156,664","145,894","136,342","120,382","111,123","103,011","95,577","85,664","81,853","78,312","73,216","66,211","63,615","61,657","60,194"
