Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filename: corpop01.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title:  Sentenced prisoners under State or Federal jurisdiction*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data source: BJS, National Prisoner Statistics data series (NPS-1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Authors:  George Hill & Paige Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@usdoj.gov      (202)307-0765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coordinators:   Tracy Snell & Laura Maruschak ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated:  Doris J. James & Paige Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date of version:  12/6/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,

"The numbers presented in this spreadsheet may have been revised from those previously published and, therefore, may vary from numbers available from other sources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,                                        ,,,,,,,,,,,,
Sentenced prisoners Under State or Federal jurisdiction*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/96**,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985,12/31/1984,12/31/1983,12/31/1982,12/31/1981,12/31/1980,12/31/1979,12/31/1978,12/31/1977

U.S. total,"1,433,793","1,408,361","1,380,516","1,345,217","1,329,367",1304188,"1,248,370","1,194,334","1,137,722","1,085,022","1,016,691","932,074","846,277","789,610","739,980","680,907","603,732","560,812","522,084","480,568","443,398","419,346","395,516","353,673","315,956","301,470","294,396","285,456"
Federal,"159,137","151,919","143,040","136,509","125,044",114275,"103,682","94,987","88,815","83,663","79,795","74,399","65,706","56,696","50,403","47,168","42,738","39,523","36,531","32,695","27,602","26,331","23,652","22,169","20,611","22,588","26,391","28,650"
State,"1,274,656","1,256,442","1,237,476","1,208,708","1,204,323",1189913,"1,144,688","1,099,347","1,048,907","1,001,359","936,896","857,675","780,571","732,914","689,577","633,739","560,994","521,289","485,553","447,873","415,796","393,015","371,864","331,504","295,345","278,882","268,005","256,806"

Northeast,"161,121","163,494","165,783","163,635","166,632",171237,"167,466","161,831","160,230","155,030","146,836","140,060","133,658","127,710","119,178","109,399","94,522","87,267","78,826","72,480","67,653","61,946","56,303","51,073","43,147","40,923","39,986","38,520"
